CÓD. PROVINCIA;PROVINCIA;CÓD. MUNICIPIO;MUNICIPIO;DISTRITO;SECCIÓN;MESA;CENSO;TOTAL VOTOS;TOTAL ABSTENCIÓN;VOTOS EN BRANCO;VOTOS NULOS;VOTOS A CANDIDATURAS;VOTOS VÁLIDOS;AU.TO.NO.MO (PARTIDO DE LOS AUTÓNOMOS Y PROFESIONALES);BNG (BLOQUE NACIONALISTA GALEGO);CDS (CENTRO DEMOCRÁTICO Y SOCIAL);D.N. (DEMOCRACIA NACIONAL);D.O. (DEMOCRACIA OURENSANA);EU-IU (ESQUERDA UNIDA - IZQUIERDA UNIDA);FE de las JONS (FALANGE ESPAÑOLA DE LAS J.O.N.S.);FPG (FRENTE POPULAR GALEGA);IDEGA (IDENTIDADE GALEGA);IR-ERG (IZQUIERDA REPUBLICANA-ESQUERDA REPUBLICANA GALEGA);NÓS-UP (NÓS-UNIDADE POPULAR);PH (PARTIDO HUMANISTA);PP (PARTIDO POPULAR);PSdeG - PSOE (PARTIDO DOS SOCIALISTAS DE GALICIA - PARTIDO SOCIALISTA OBRERO ESPAÑOL);S.E.P. (PARTIDO SOCIAL ESPAÑOL POPULAR);SDD (PARTIDO SOCIAL Y DEMOCRÁTICO DE DERECHO)
27;Lugo;14;Corgo (O);1;3;U;843;573;270;4;1;568;572;0;130;0;;;1;0;1;;;0;0;241;195;;
27;Lugo;14;Corgo (O);1;4;U;890;655;235;8;2;645;653;2;71;1;;;1;0;2;;;0;0;335;233;;
27;Lugo;15;Cospeito;1;1;A;648;451;197;6;1;444;450;1;47;1;;;0;0;0;;;1;0;272;122;;
27;Lugo;15;Cospeito;1;1;B;748;550;198;3;2;545;548;1;62;1;;;1;0;0;;;0;2;325;153;;
27;Lugo;15;Cospeito;1;2;A;615;462;153;1;2;459;460;0;56;0;;;0;0;0;;;1;0;306;96;;
27;Lugo;15;Cospeito;1;2;B;471;329;142;3;3;323;326;0;26;0;;;0;0;0;;;1;0;227;69;;
27;Lugo;15;Cospeito;1;3;A;477;382;95;3;0;379;382;1;53;0;;;0;1;1;;;0;0;237;86;;
27;Lugo;15;Cospeito;1;3;B;576;433;143;1;7;425;426;0;71;0;;;0;0;0;;;0;1;214;139;;
27;Lugo;15;Cospeito;1;4;U;797;585;212;13;0;572;585;0;127;2;;;0;1;1;;;3;0;286;152;;
27;Lugo;15;Cospeito;1;5;U;551;383;168;3;1;379;382;0;50;0;;;0;0;1;;;0;0;218;110;;
27;Lugo;16;Chantada;1;1;U;1029;759;270;12;1;746;758;2;143;1;;;1;1;0;;;0;1;383;214;;
27;Lugo;16;Chantada;1;2;A;452;307;145;0;0;307;307;0;48;2;;;0;0;0;;;1;0;171;85;;
27;Lugo;16;Chantada;1;2;B;518;381;137;4;1;376;380;0;70;2;;;1;0;1;;;0;0;196;106;;
27;Lugo;16;Chantada;1;3;A;672;484;188;7;4;473;480;0;116;0;;;1;0;0;;;0;0;221;135;;
27;Lugo;16;Chantada;1;3;B;911;676;235;10;6;660;670;0;121;0;;;0;2;1;;;1;0;341;194;;
27;Lugo;16;Chantada;1;4;U;529;391;138;4;0;387;391;1;73;1;;;0;0;0;;;0;0;225;87;;
27;Lugo;16;Chantada;1;5;A;209;171;38;2;0;169;171;0;26;0;;;0;0;1;;;0;0;100;42;;
27;Lugo;16;Chantada;1;5;B;265;195;70;0;0;195;195;0;17;0;;;0;0;0;;;0;0;153;25;;
27;Lugo;16;Chantada;1;5;C;422;296;126;0;2;294;294;0;46;0;;;0;0;0;;;1;1;182;64;;
27;Lugo;16;Chantada;2;1;A;271;184;87;2;0;182;184;0;26;0;;;0;0;0;;;0;0;104;52;;
27;Lugo;16;Chantada;2;1;B;355;275;80;1;0;274;275;0;52;0;;;1;0;2;;;0;0;120;99;;
27;Lugo;16;Chantada;2;2;U;539;406;133;6;2;398;404;1;66;0;;;0;0;0;;;1;0;249;81;;
27;Lugo;16;Chantada;3;1;A;375;293;82;2;2;289;291;0;43;0;;;0;0;0;;;0;0;155;91;;
27;Lugo;16;Chantada;3;1;B;428;320;108;1;2;317;318;1;47;0;;;2;0;0;;;0;0;162;105;;
27;Lugo;16;Chantada;4;1;A;318;230;88;4;0;226;230;0;56;0;;;0;0;1;;;0;0;110;59;;
27;Lugo;16;Chantada;4;1;B;288;190;98;1;0;189;190;0;28;0;;;0;0;0;;;0;0;114;47;;
27;Lugo;16;Chantada;4;1;C;278;201;77;0;0;201;201;0;25;0;;;0;0;0;;;0;0;131;45;;
27;Lugo;16;Chantada;4;1;D;228;154;74;3;1;150;153;0;31;0;;;0;0;0;;;0;0;88;31;;
27;Lugo;17;Folgoso do Courel;1;1;U;526;422;104;1;2;419;420;0;36;0;;;0;0;0;;;0;0;227;156;;
27;Lugo;17;Folgoso do Courel;1;2;U;727;598;129;8;1;589;597;1;49;1;;;0;0;0;;;0;1;239;298;;
27;Lugo;18;Fonsagrada (A);1;1;A;247;201;46;0;2;199;199;0;26;0;;;0;0;0;;;0;0;77;96;;
27;Lugo;18;Fonsagrada (A);1;1;B;464;334;130;3;1;330;333;1;34;0;;;1;0;0;;;0;0;107;187;;
27;Lugo;18;Fonsagrada (A);1;2;A;615;477;138;6;3;468;474;1;48;0;;;2;0;1;;;0;0;152;264;;
27;Lugo;18;Fonsagrada (A);1;2;B;580;445;135;4;2;439;443;1;43;0;;;3;0;0;;;0;0;132;260;;
27;Lugo;18;Fonsagrada (A);1;2;C;374;265;109;1;0;264;265;0;39;0;;;0;1;0;;;0;0;85;139;;
27;Lugo;18;Fonsagrada (A);2;1;A;252;186;66;1;1;184;185;0;32;0;;;0;0;0;;;0;0;96;56;;
27;Lugo;18;Fonsagrada (A);2;1;B;362;281;81;2;0;279;281;0;32;0;;;0;0;0;;;0;0;65;182;;
27;Lugo;18;Fonsagrada (A);2;2;A;231;169;62;2;0;167;169;0;12;0;;;0;0;0;;;0;1;58;96;;
27;Lugo;18;Fonsagrada (A);2;2;B;277;203;74;2;0;201;203;0;28;0;;;0;0;0;;;0;0;69;104;;
27;Lugo;18;Fonsagrada (A);3;1;A;290;203;87;2;0;201;203;0;15;0;;;0;0;0;;;0;0;101;85;;
27;Lugo;18;Fonsagrada (A);3;1;B;293;191;102;2;1;188;190;0;18;0;;;0;0;0;;;0;0;71;99;;
27;Lugo;18;Fonsagrada (A);3;1;C;465;310;155;0;5;305;305;0;33;0;;;0;1;0;;;0;0;122;149;;
27;Lugo;19;Foz;1;1;A;977;706;271;12;8;686;698;0;135;3;;;2;1;1;;;0;0;275;269;;
27;Lugo;19;Foz;1;1;B;318;218;100;1;3;214;215;1;42;0;;;2;0;0;;;0;0;73;96;;
27;Lugo;19;Foz;1;2;A;994;693;301;10;5;678;688;1;95;0;;;4;0;1;;;1;3;277;296;;
27;Lugo;19;Foz;1;2;B;402;295;107;4;0;291;295;0;48;0;;;0;0;1;;;0;1;113;128;;
27;Lugo;19;Foz;1;3;U;685;509;176;3;8;498;501;3;66;0;;;2;1;0;;;0;1;223;202;;
27;Lugo;19;Foz;1;4;A;600;430;170;3;3;424;427;2;52;0;;;2;0;0;;;0;0;217;151;;
27;Lugo;19;Foz;1;4;B;460;375;85;1;1;373;374;0;29;0;;;0;0;0;;;0;1;157;186;;
27;Lugo;19;Foz;1;5;A;538;416;122;4;1;411;415;0;47;0;;;0;0;1;;;0;0;161;202;;
27;Lugo;19;Foz;1;5;B;479;360;119;3;3;354;357;0;55;0;;;3;0;1;;;0;0;153;142;;
27;Lugo;19;Foz;1;6;U;931;688;243;11;0;677;688;3;55;0;;;2;0;1;;;0;0;317;299;;
27;Lugo;19;Foz;1;7;A;810;602;208;0;4;598;598;0;130;1;;;0;0;0;;;0;1;197;269;;
27;Lugo;19;Foz;1;7;B;1010;741;269;13;3;725;738;0;147;1;;;0;0;0;;;0;0;238;339;;
27;Lugo;20;Friol;1;1;A;972;852;120;5;9;838;843;2;45;0;;;0;1;3;;;0;1;518;268;;
27;Lugo;20;Friol;1;1;B;441;383;58;0;0;383;383;0;33;0;;;0;0;0;;;1;0;249;100;;
27;Lugo;20;Friol;1;2;U;604;533;71;6;1;526;532;0;32;0;;;1;1;0;;;0;0;317;175;;
27;Lugo;20;Friol;1;3;A;388;363;25;1;2;360;361;0;22;0;;;0;0;0;;;0;1;243;94;;
27;Lugo;20;Friol;1;3;B;347;295;52;2;0;293;295;0;26;0;;;0;0;0;;;0;0;185;82;;
27;Lugo;20;Friol;1;4;A;252;217;35;2;0;215;217;0;10;0;;;0;0;0;;;0;0;166;39;;
27;Lugo;20;Friol;1;4;B;266;232;34;0;0;232;232;0;16;1;;;0;0;0;;;0;1;169;45;;
27;Lugo;20;Friol;1;4;C;249;223;26;0;0;223;223;0;9;0;;;0;1;0;;;0;0;148;65;;
27;Lugo;20;Friol;1;4;D;226;187;39;0;1;186;186;0;17;0;;;0;0;0;;;0;0;124;45;;
27;Lugo;20;Friol;1;4;E;278;244;34;3;0;241;244;0;8;1;;;0;0;0;;;0;0;123;109;;
27;Lugo;21;Xermade;1;1;U;633;444;189;3;2;439;442;0;50;1;;;3;0;0;;;0;0;323;62;;
27;Lugo;21;Xermade;1;2;A;386;266;120;2;1;263;265;0;42;0;;;0;0;0;;;0;0;168;53;;
27;Lugo;21;Xermade;1;2;B;312;206;106;3;0;203;206;0;33;0;;;1;0;0;;;1;1;121;46;;
27;Lugo;21;Xermade;1;3;A;534;305;229;5;1;299;304;0;41;0;;;2;0;0;;;0;0;162;94;;
27;Lugo;21;Xermade;1;3;B;289;183;106;0;1;182;182;0;34;0;;;0;0;0;;;0;0;113;35;;
27;Lugo;22;Guitiriz;1;1;A;430;296;134;5;1;290;295;0;29;0;;;0;0;0;;;0;1;131;129;;
27;Lugo;22;Guitiriz;1;1;B;433;321;112;1;0;320;321;1;15;0;;;1;1;0;;;0;1;208;93;;
27;Lugo;22;Guitiriz;1;2;U;661;448;213;5;2;441;446;0;73;1;;;0;0;0;;;0;0;160;207;;
27;Lugo;22;Guitiriz;2;1;A;252;184;68;0;0;184;184;0;23;0;;;0;0;0;;;0;0;123;38;;
27;Lugo;22;Guitiriz;2;1;B;267;194;73;2;0;192;194;0;23;0;;;0;1;0;;;0;0;103;65;;
27;Lugo;22;Guitiriz;2;1;C;495;347;148;5;5;337;342;0;60;0;;;0;0;1;;;0;0;154;122;;
27;Lugo;22;Guitiriz;3;1;A;377;308;69;2;1;305;307;2;38;0;;;0;0;0;;;0;0;109;156;;
27;Lugo;22;Guitiriz;3;1;B;278;197;81;5;1;191;196;0;19;1;;;0;0;0;;;0;0;55;116;;
27;Lugo;22;Guitiriz;4;1;A;532;366;166;3;4;359;362;1;73;0;;;0;0;0;;;1;0;108;176;;
27;Lugo;22;Guitiriz;4;1;B;800;559;241;8;7;544;552;0;117;0;;;2;0;1;;;0;0;215;209;;
27;Lugo;22;Guitiriz;4;2;A;502;307;195;2;1;304;306;1;41;0;;;0;0;0;;;0;0;137;125;;
27;Lugo;22;Guitiriz;4;2;B;319;184;135;2;0;182;184;1;39;0;;;0;1;0;;;1;0;83;57;;
27;Lugo;23;Guntín;1;1;A;540;463;77;3;5;455;458;1;41;0;;;0;0;0;;;0;0;262;151;;
27;Lugo;23;Guntín;1;1;B;319;263;56;2;1;260;262;1;28;0;;;1;0;0;;;0;0;137;93;;
27;Lugo;23;Guntín;1;2;U;691;569;122;1;2;566;567;0;43;0;;;0;0;0;;;0;0;331;192;;
27;Lugo;23;Guntín;1;3;A;454;368;86;2;5;361;363;0;45;0;;;0;0;0;;;0;0;210;106;;
27;Lugo;23;Guntín;1;3;B;281;208;73;2;2;204;206;0;19;0;;;0;0;0;;;0;0;108;77;;
27;Lugo;23;Guntín;1;3;C;367;301;66;1;0;300;301;0;19;1;;;0;0;0;;;0;0;156;124;;
27;Lugo;23;Guntín;1;3;D;329;266;63;4;1;261;265;0;46;0;;;0;0;0;;;1;0;149;65;;
27;Lugo;24;Incio (O);1;1;A;588;456;132;2;3;451;453;0;71;0;;;1;2;0;;;0;0;241;136;;
27;Lugo;24;Incio (O);1;1;B;231;185;46;0;1;184;184;0;16;0;;;0;0;0;;;0;0;101;67;;
27;Lugo;24;Incio (O);1;2;A;259;205;54;3;0;202;205;0;21;0;;;1;0;1;;;0;0;113;66;;
27;Lugo;24;Incio (O);1;2;B;207;168;39;2;1;165;167;0;23;1;;;0;0;0;;;0;0;85;56;;
27;Lugo;24;Incio (O);1;2;C;274;222;52;4;1;217;221;0;26;0;;;0;0;0;;;0;0;138;53;;
27;Lugo;24;Incio (O);1;3;A;206;171;35;2;1;168;170;0;5;0;;;3;0;0;;;0;0;123;37;;
27;Lugo;24;Incio (O);1;3;B;334;278;56;1;0;277;278;0;16;0;;;1;0;0;;;0;0;158;102;;
27;Lugo;25;Xove;1;1;A;936;717;219;8;6;703;711;1;150;1;;;1;0;1;;;0;0;354;195;;
27;Lugo;25;Xove;1;1;B;452;337;115;0;5;332;332;0;77;1;;;1;0;1;;;0;0;144;108;;
27;Lugo;25;Xove;1;2;U;879;667;212;10;6;651;661;1;133;1;;;4;0;0;;;0;2;379;131;;
27;Lugo;25;Xove;2;1;A;496;408;88;5;8;395;400;0;72;0;;;0;0;0;;;0;0;232;91;;
27;Lugo;25;Xove;2;1;B;408;313;95;5;3;305;310;1;44;0;;;1;1;0;;;0;0;174;84;;
27;Lugo;26;Láncara;1;1;A;478;355;123;6;0;349;355;0;80;0;;;0;0;0;;;0;0;133;136;;
27;Lugo;26;Láncara;1;1;B;615;407;208;8;1;398;406;0;53;1;;;0;1;0;;;0;0;207;136;;
27;Lugo;26;Láncara;1;2;A;311;222;89;1;0;221;222;0;28;0;;;0;0;1;;;1;0;107;84;;
27;Lugo;26;Láncara;1;2;B;511;376;135;0;3;373;373;1;48;0;;;0;0;0;;;0;0;186;138;;
27;Lugo;26;Láncara;1;3;A;485;366;119;1;2;363;364;0;39;0;;;0;0;0;;;0;0;243;81;;
27;Lugo;26;Láncara;1;3;B;347;256;91;2;0;254;256;0;22;0;;;0;0;0;;;0;0;130;102;;
27;Lugo;27;Lourenzá;1;1;A;467;380;87;5;6;369;374;0;60;0;;;1;0;0;;;1;0;202;105;;
27;Lugo;27;Lourenzá;1;1;B;635;506;129;2;6;498;500;0;99;1;;;0;0;4;;;0;0;262;132;;
27;Lugo;27;Lourenzá;1;2;A;323;263;60;5;2;256;261;1;33;0;;;0;0;0;;;1;1;147;73;;
27;Lugo;27;Lourenzá;1;2;B;448;358;90;2;3;353;355;1;37;1;;;0;0;4;;;0;0;224;86;;
27;Lugo;27;Lourenzá;1;2;C;505;372;133;5;3;364;369;1;68;0;;;1;0;0;;;0;0;145;149;;
27;Lugo;28;Lugo;1;1;A;560;407;153;4;4;399;403;5;64;1;;;6;0;0;;;0;2;211;110;;
27;Lugo;28;Lugo;1;1;B;678;491;187;12;1;478;490;1;64;1;;;5;0;0;;;0;0;302;105;;
27;Lugo;28;Lugo;1;2;U;842;604;238;6;2;596;602;1;66;0;;;2;0;0;;;0;0;340;187;;
27;Lugo;28;Lugo;1;3;U;591;371;220;6;1;364;370;2;57;0;;;2;0;0;;;2;0;167;134;;
27;Lugo;28;Lugo;2;1;U;777;573;204;16;1;556;572;1;71;2;;;2;2;2;;;1;0;290;185;;
27;Lugo;28;Lugo;2;2;U;875;638;237;7;4;627;634;0;98;1;;;2;0;2;;;0;0;267;257;;
27;Lugo;28;Lugo;2;3;U;811;605;206;10;3;592;602;0;99;1;;;3;1;0;;;0;1;272;215;;
27;Lugo;28;Lugo;2;4;U;718;528;190;20;2;506;526;2;77;0;;;5;0;0;;;1;1;274;146;;
27;Lugo;28;Lugo;2;5;A;536;385;151;4;0;381;385;2;93;1;;;2;0;0;;;0;1;110;172;;
27;Lugo;28;Lugo;2;5;B;689;480;209;9;0;471;480;3;94;0;;;10;0;0;;;0;1;170;193;;
27;Lugo;28;Lugo;2;6;A;642;451;191;5;3;443;448;1;70;0;;;4;1;0;;;0;1;194;172;;
27;Lugo;28;Lugo;2;6;B;641;472;169;8;0;464;472;1;70;0;;;2;0;0;;;0;1;191;199;;
27;Lugo;28;Lugo;2;7;A;572;385;187;6;2;377;383;2;62;0;;;1;1;0;;;0;0;143;168;;
27;Lugo;28;Lugo;2;7;B;743;541;202;11;0;530;541;4;105;0;;;4;0;0;;;1;1;221;194;;
27;Lugo;28;Lugo;2;8;U;779;569;210;8;3;558;566;2;73;0;;;3;0;0;;;0;0;266;214;;
27;Lugo;28;Lugo;2;9;U;895;634;261;11;3;620;631;1;100;0;;;2;0;2;;;1;0;268;246;;
27;Lugo;28;Lugo;2;10;A;414;283;131;1;2;280;281;0;40;1;;;1;0;0;;;0;0;146;92;;
27;Lugo;28;Lugo;2;10;B;553;378;175;8;7;363;371;0;40;0;;;0;2;0;;;1;1;189;130;;
27;Lugo;28;Lugo;2;11;U;790;591;199;11;1;579;590;0;68;0;;;2;0;1;;;2;1;301;204;;
27;Lugo;28;Lugo;2;12;A;531;384;147;6;2;376;382;3;77;0;;;3;0;0;;;0;0;142;151;;
27;Lugo;28;Lugo;2;12;B;697;512;185;11;2;499;510;0;91;0;;;4;1;0;;;0;0;186;217;;
27;Lugo;28;Lugo;2;13;A;867;631;236;11;13;607;618;2;116;2;;;6;0;0;;;1;2;224;254;;
27;Lugo;28;Lugo;2;13;B;1041;770;271;19;9;742;761;5;137;1;;;12;0;0;;;1;0;275;311;;
27;Lugo;28;Lugo;2;14;A;547;379;168;5;1;373;378;0;62;1;;;2;0;0;;;0;2;163;143;;
27;Lugo;28;Lugo;2;14;B;620;437;183;4;0;433;437;1;67;0;;;2;1;0;;;0;1;179;182;;
27;Lugo;28;Lugo;2;15;A;676;430;246;4;3;423;427;2;68;0;;;1;0;0;;;0;2;144;206;;
27;Lugo;28;Lugo;2;15;B;598;397;201;7;1;389;396;0;71;0;;;8;0;1;;;2;0;152;155;;
27;Lugo;28;Lugo;2;16;U;617;442;175;4;1;437;441;0;64;0;;;2;1;0;;;0;0;159;211;;
27;Lugo;28;Lugo;2;17;A;654;497;157;13;1;483;496;2;97;1;;;2;1;0;;;0;0;158;222;;
27;Lugo;28;Lugo;2;17;B;780;576;204;9;1;566;575;1;118;2;;;4;0;0;;;1;0;210;230;;
27;Lugo;28;Lugo;2;18;A;524;372;152;4;6;362;366;0;59;0;;;0;2;1;;;0;1;135;164;;
27;Lugo;28;Lugo;2;18;B;559;377;182;4;1;372;376;3;71;0;;;2;1;0;;;0;0;152;143;;
27;Lugo;28;Lugo;2;19;A;780;575;205;17;1;557;574;0;117;1;;;3;0;2;;;2;1;192;239;;
27;Lugo;28;Lugo;2;19;B;933;711;222;27;0;684;711;2;154;0;;;8;0;1;;;1;0;235;283;;
27;Lugo;28;Lugo;3;1;U;963;612;351;7;2;603;610;0;72;0;;;6;1;2;;;0;0;255;267;;
27;Lugo;28;Lugo;3;2;A;702;522;180;9;4;509;518;1;87;0;;;7;0;0;;;0;0;218;196;;
27;Lugo;28;Lugo;3;2;B;885;664;221;11;2;651;662;0;145;4;;;3;0;0;;;0;0;249;250;;
27;Lugo;28;Lugo;3;3;A;552;393;159;10;2;381;391;0;81;0;;;2;0;0;;;1;0;127;170;;
27;Lugo;28;Lugo;3;3;B;684;488;196;8;2;478;486;2;98;1;;;5;0;1;;;1;0;205;165;;
27;Lugo;28;Lugo;3;4;U;860;590;270;8;0;582;590;0;112;1;;;4;0;2;;;2;1;216;244;;
27;Lugo;28;Lugo;3;5;A;843;533;310;6;3;524;530;0;88;0;;;4;0;0;;;0;1;220;211;;
27;Lugo;28;Lugo;3;5;B;1000;634;366;5;2;627;632;1;94;0;;;4;0;0;;;0;0;281;247;;
27;Lugo;28;Lugo;3;6;U;740;527;213;9;2;516;525;1;86;0;;;0;0;0;;;0;1;219;209;;
27;Lugo;28;Lugo;3;7;A;683;461;222;8;6;447;455;0;72;1;;;1;0;0;;;0;0;183;190;;
27;Lugo;28;Lugo;3;7;B;605;396;209;7;0;389;396;0;58;1;;;7;0;1;;;0;0;171;151;;
27;Lugo;28;Lugo;3;8;U;838;563;275;6;0;557;563;4;76;0;;;1;1;5;;;1;0;244;225;;
27;Lugo;28;Lugo;3;9;U;1034;749;285;8;2;739;747;2;97;3;;;14;1;0;;;0;1;346;275;;
27;Lugo;28;Lugo;3;10;U;634;441;193;9;1;431;440;0;74;0;;;2;0;0;;;0;0;168;187;;
27;Lugo;28;Lugo;4;1;U;663;488;175;7;1;480;487;1;74;1;;;6;0;0;;;0;0;224;174;;
27;Lugo;28;Lugo;4;2;U;880;633;247;9;1;623;632;3;104;2;;;5;1;3;;;2;1;277;225;;
27;Lugo;28;Lugo;4;3;A;528;365;163;7;1;357;364;2;48;0;;;3;0;0;;;0;1;158;145;;
27;Lugo;28;Lugo;4;3;B;712;509;203;8;0;501;509;3;75;0;;;3;0;2;;;1;0;225;192;;
27;Lugo;28;Lugo;4;4;A;524;365;159;10;0;355;365;2;65;2;;;8;1;1;;;0;0;130;146;;
27;Lugo;28;Lugo;4;4;B;598;428;170;11;0;417;428;0;59;1;;;2;1;0;;;0;1;180;173;;
27;Lugo;28;Lugo;4;5;A;559;371;188;4;1;366;370;1;77;0;;;0;0;1;;;1;0;147;139;;
27;Lugo;28;Lugo;4;5;B;699;457;242;3;1;453;456;1;75;0;;;3;2;0;;;0;1;173;198;;
27;Lugo;28;Lugo;4;6;A;555;359;196;3;0;356;359;0;75;0;;;0;1;3;;;0;1;149;127;;
27;Lugo;28;Lugo;4;6;B;706;479;227;4;1;474;478;0;75;0;;;1;0;2;;;1;0;217;178;;
27;Lugo;28;Lugo;4;7;U;786;550;236;12;1;537;549;2;108;1;;;3;1;0;;;0;0;189;233;;
27;Lugo;28;Lugo;4;8;A;627;413;214;5;1;407;412;1;64;0;;;0;1;0;;;0;0;165;176;;
27;Lugo;28;Lugo;4;8;B;530;378;152;3;4;371;374;0;57;0;;;1;0;1;;;1;0;142;169;;
27;Lugo;28;Lugo;4;9;A;642;417;225;8;0;409;417;2;72;0;;;4;0;0;;;1;0;157;173;;
27;Lugo;28;Lugo;4;9;B;549;330;219;5;2;323;328;0;68;0;;;2;0;0;;;1;0;123;129;;
27;Lugo;28;Lugo;4;9;C;644;402;242;3;0;399;402;2;67;0;;;1;0;0;;;1;1;156;171;;
27;Lugo;28;Lugo;4;10;A;589;417;172;9;3;405;414;1;53;0;;;2;0;0;;;2;0;192;155;;
27;Lugo;28;Lugo;4;10;B;437;330;107;6;2;322;328;0;53;2;;;3;0;0;;;1;1;124;138;;
27;Lugo;28;Lugo;4;11;A;711;451;260;4;0;447;451;1;90;1;;;9;0;1;;;1;0;168;176;;
27;Lugo;28;Lugo;4;11;B;871;549;322;8;2;539;547;2;91;0;;;7;0;1;;;0;1;193;244;;
27;Lugo;28;Lugo;4;12;A;763;512;251;6;2;504;510;1;106;1;;;2;0;1;;;1;0;138;254;;
27;Lugo;28;Lugo;4;12;B;917;599;318;5;3;591;596;5;108;1;;;5;1;2;;;2;1;181;285;;
27;Lugo;28;Lugo;5;1;U;510;386;124;8;3;375;383;0;51;0;;;1;0;1;;;0;0;202;120;;
27;Lugo;28;Lugo;5;2;A;578;427;151;9;0;418;427;2;68;1;;;2;0;0;;;0;1;191;153;;
27;Lugo;28;Lugo;5;2;B;629;466;163;11;3;452;463;0;67;0;;;3;0;1;;;1;0;194;186;;
27;Lugo;28;Lugo;5;3;A;548;321;227;3;3;315;318;1;58;1;;;3;0;0;;;0;0;109;143;;
27;Lugo;28;Lugo;5;3;B;712;427;285;3;6;418;421;2;74;2;;;0;2;0;;;1;0;138;199;;
27;Lugo;28;Lugo;5;4;A;563;397;166;3;4;390;393;1;65;2;;;2;0;3;;;0;0;163;154;;
27;Lugo;28;Lugo;5;4;B;665;443;222;6;2;435;441;1;67;1;;;2;1;2;;;2;1;187;171;;
27;Lugo;28;Lugo;5;5;A;649;402;247;7;0;395;402;0;60;1;;;2;0;0;;;1;2;158;171;;
27;Lugo;28;Lugo;5;5;B;833;525;308;8;2;515;523;0;87;1;;;1;0;1;;;0;0;187;238;;
27;Lugo;28;Lugo;5;6;A;483;332;151;8;0;324;332;1;57;2;;;1;0;2;;;0;0;101;160;;
27;Lugo;28;Lugo;5;6;B;584;407;177;2;0;405;407;1;88;2;;;3;0;1;;;0;1;133;176;;
27;Lugo;28;Lugo;5;7;U;845;603;242;8;4;591;599;2;84;0;;;1;1;1;;;0;0;256;246;;
27;Lugo;28;Lugo;5;8;U;786;578;208;5;3;570;575;0;89;5;;;8;0;1;;;0;0;279;188;;
27;Lugo;28;Lugo;5;9;U;682;481;201;8;3;470;478;0;68;0;;;3;0;0;;;0;1;216;182;;
27;Lugo;28;Lugo;5;10;U;720;536;184;6;2;528;534;1;86;0;;;5;0;2;;;0;1;244;189;;
27;Lugo;28;Lugo;5;11;A;535;361;174;4;1;356;360;2;63;0;;;3;0;3;;;0;0;150;135;;
27;Lugo;28;Lugo;5;11;B;732;505;227;7;1;497;504;1;71;2;;;2;0;0;;;0;1;219;201;;
27;Lugo;28;Lugo;5;12;U;632;458;174;6;5;447;453;3;71;0;;;4;0;1;;;0;1;195;172;;
27;Lugo;28;Lugo;5;13;A;585;409;176;3;1;405;408;0;60;0;;;1;0;0;;;0;0;185;159;;
27;Lugo;28;Lugo;5;13;B;725;491;234;4;6;481;485;3;83;0;;;0;2;0;;;0;0;204;189;;
27;Lugo;28;Lugo;5;14;U;800;518;282;8;1;509;517;1;72;0;;;0;0;1;;;1;1;173;260;;
27;Lugo;28;Lugo;5;15;A;583;389;194;5;0;384;389;0;45;2;;;3;0;0;;;0;3;178;153;;
27;Lugo;28;Lugo;5;15;B;774;527;247;9;0;518;527;2;83;0;;;0;1;1;;;0;0;238;193;;
27;Lugo;28;Lugo;5;16;A;665;449;216;6;0;443;449;0;76;2;;;1;0;1;;;0;0;182;181;;
27;Lugo;28;Lugo;5;16;B;884;630;254;12;2;616;628;1;111;2;;;2;1;0;;;0;1;224;274;;
27;Lugo;28;Lugo;5;17;A;529;323;206;0;2;321;321;3;68;0;;;4;0;1;;;0;0;105;140;;
27;Lugo;28;Lugo;5;17;B;652;401;251;2;2;397;399;2;80;0;;;2;0;0;;;0;1;106;206;;
27;Lugo;28;Lugo;5;18;U;960;637;323;5;2;630;635;1;125;2;;;1;0;1;;;1;0;214;285;;
27;Lugo;28;Lugo;6;1;A;299;228;71;1;3;224;225;0;42;0;;;0;0;0;;;0;0;109;73;;
27;Lugo;28;Lugo;6;1;B;693;491;202;6;3;482;488;0;99;0;;;2;0;0;;;1;0;221;159;;
27;Lugo;28;Lugo;6;1;C;353;272;81;3;3;266;269;0;29;0;;;4;0;0;;;0;0;124;109;;
27;Lugo;28;Lugo;7;1;A;465;330;135;2;0;328;330;0;41;0;;;0;0;1;;;0;0;147;139;;
27;Lugo;28;Lugo;7;1;B;295;220;75;3;0;217;220;0;25;0;;;0;0;0;;;1;0;109;82;;
27;Lugo;28;Lugo;7;2;A;425;295;130;5;1;289;294;0;30;0;;;3;0;1;;;0;0;129;126;;
27;Lugo;28;Lugo;7;2;B;572;383;189;5;1;377;382;1;43;0;;;1;1;2;;;1;0;186;142;;
27;Lugo;28;Lugo;7;3;U;540;394;146;5;1;388;393;0;29;0;;;0;0;1;;;0;0;177;181;;
27;Lugo;28;Lugo;8;1;A;604;420;184;4;5;411;415;1;28;0;;;0;0;2;;;0;0;251;129;;
27;Lugo;28;Lugo;8;1;B;241;185;56;0;0;185;185;0;21;0;;;0;0;2;;;0;0;97;65;;
27;Lugo;28;Lugo;8;2;A;471;347;124;2;1;344;346;0;35;0;;;0;0;0;;;0;0;189;120;;
27;Lugo;28;Lugo;8;2;B;674;525;149;7;0;518;525;0;55;0;;;2;0;0;;;1;0;296;164;;
