C¢d. Cir.;C¢d. Con.;Concello;Mesa;Censo;Certif. Alta;Certif. Correc.;Censo Total;Votos electores;Votos interventores;Votos Totais;Votos nulos;Votos brancos;PCTG;PUM+J;PACMA;B.N.G.;PODEMOS-ESQUERDA UNIDA-ANOVA;PP;CCD-AU.TO.NO.MO;PSdeG-PSOE;EQUO;VOX;EN MAREA-COMPROMISO POR GALICIA-PARTIDO GALEGUISTA;RECORTES CERO-ESCO-OV-M;Cs;P-LIB
15;69;Pontedeume;2-003 -A;445;0;0;445;270;0;270;2;3;0;0;0;74;5;119;0;63;0;2;0;1;1;0
15;69;Pontedeume;2-003 -B;674;0;0;674;410;0;410;3;2;0;0;1;101;21;184;0;89;0;7;1;0;1;0
15;71;Porto do Son;1-001 -U;719;0;0;719;498;0;498;5;1;0;1;1;185;11;192;0;97;0;4;0;0;1;0
15;71;Porto do Son;1-002 -A;951;0;0;951;602;0;602;4;8;1;0;2;209;13;261;0;88;0;11;1;2;2;0
15;71;Porto do Son;1-002 -B;368;0;0;368;223;0;223;1;2;0;0;3;55;3;131;0;19;0;7;0;2;0;0
15;71;Porto do Son;2-001 -U;578;0;0;578;331;1;332;3;1;0;0;1;58;7;189;0;62;2;6;0;0;3;0
15;71;Porto do Son;2-002 -U;694;0;0;694;391;0;391;5;3;0;0;2;109;10;201;0;44;3;11;1;0;1;1
15;71;Porto do Son;2-003 -U;552;0;0;552;255;0;255;0;3;1;0;0;57;5;134;0;42;1;6;1;3;2;0
15;71;Porto do Son;3-001 -U;865;0;0;865;407;0;407;0;1;0;0;1;122;12;201;0;60;0;8;0;0;1;1
15;71;Porto do Son;3-002 -U;726;0;0;726;399;0;399;3;3;0;0;3;76;6;238;0;54;1;13;1;0;1;0
15;71;Porto do Son;4-001 -A;511;0;0;511;294;1;295;0;1;0;0;3;94;0;143;0;50;0;4;0;0;0;0
15;71;Porto do Son;4-001 -B;769;0;0;769;474;0;474;10;6;2;1;1;126;20;198;0;89;0;15;0;0;6;0
15;71;Porto do Son;4-001 -C;389;0;0;389;259;1;260;0;0;1;1;1;85;6;125;0;29;0;8;0;0;4;0
15;71;Porto do Son;4-002 -U;618;0;0;618;358;0;358;2;0;0;0;2;85;3;212;0;41;1;11;1;0;0;0
15;72;Rianxo;1-001 -A;892;0;0;892;531;0;531;4;7;0;1;2;211;21;184;0;93;0;6;0;1;1;0
15;72;Rianxo;1-001 -B;869;0;0;869;534;0;534;6;4;0;0;4;196;18;189;0;103;0;9;1;0;4;0
15;72;Rianxo;1-002 -A;507;0;0;507;324;0;324;2;0;0;0;1;113;16;127;0;61;0;2;0;0;2;0
15;72;Rianxo;1-002 -B;548;0;0;548;335;0;335;2;1;0;0;4;104;11;150;0;56;1;1;1;2;2;0
15;72;Rianxo;1-003 -A;538;0;0;538;300;0;300;3;4;2;0;1;116;11;113;0;48;0;0;1;0;1;0
15;72;Rianxo;1-003 -B;583;0;0;583;352;0;352;5;2;1;0;3;129;10;128;0;59;0;9;4;0;2;0
15;72;Rianxo;1-004 -U;539;0;0;539;350;0;350;2;2;0;0;1;78;6;216;0;42;0;3;0;0;0;0
15;72;Rianxo;1-005 -U;805;0;0;805;454;0;454;6;1;0;0;3;122;23;207;1;81;1;8;0;0;1;0
15;72;Rianxo;2-001 -A;597;0;0;597;351;0;351;4;1;0;0;3;106;12;148;0;61;0;12;1;1;2;0
15;72;Rianxo;2-001 -B;506;0;0;506;305;0;305;1;0;1;0;3;99;15;112;0;58;0;12;2;0;2;0
15;72;Rianxo;2-002 -A;568;0;0;568;348;0;348;6;1;0;0;1;139;14;140;0;42;0;3;0;0;1;1
15;72;Rianxo;2-002 -B;599;0;0;599;340;0;340;6;2;0;0;0;127;17;133;0;47;0;5;2;0;1;0
15;72;Rianxo;3-001 -A;492;0;0;492;308;0;308;3;0;0;0;1;116;10;108;0;58;0;10;1;0;0;1
15;72;Rianxo;3-001 -B;520;0;0;520;315;0;315;2;1;0;0;0;132;8;112;0;49;0;7;2;0;2;0
15;72;Rianxo;3-002 -U;855;0;0;855;491;0;491;3;3;0;0;0;143;12;248;0;67;0;9;2;0;4;0
15;73;Ribeira;1-001 -A;730;0;0;730;381;1;382;2;3;0;0;1;93;11;198;0;51;0;18;0;0;5;0
15;73;Ribeira;1-001 -B;914;0;0;914;448;0;448;2;5;0;1;9;129;16;212;0;49;0;21;0;0;4;0
15;73;Ribeira;1-002 -A;538;0;0;538;278;1;279;0;2;0;0;1;78;16;134;0;32;1;12;0;0;2;1
15;73;Ribeira;1-002 -B;656;0;0;656;323;0;323;0;2;0;0;2;100;17;144;0;39;0;15;2;0;2;0
15;73;Ribeira;1-003 -A;747;0;0;747;392;1;393;5;5;1;1;2;93;16;203;0;39;2;17;2;0;7;0
15;73;Ribeira;1-003 -B;889;0;0;889;438;1;439;4;3;2;0;2;93;11;242;0;53;1;20;0;0;7;1
15;73;Ribeira;1-004 -A;791;0;0;791;387;0;387;6;1;0;0;2;107;11;177;0;58;0;19;2;0;4;0
15;73;Ribeira;1-004 -B;602;0;0;602;275;1;276;5;3;0;0;0;68;8;131;0;41;0;14;2;0;3;1
15;73;Ribeira;1-005 -A;636;0;0;636;298;1;299;1;4;0;0;4;63;13;145;0;53;0;10;1;0;5;0
15;73;Ribeira;1-005 -B;789;0;0;789;383;1;384;3;3;1;1;2;113;16;173;0;54;0;14;2;0;2;0
15;73;Ribeira;1-006 -U;940;0;0;940;369;1;370;6;0;0;1;3;73;10;202;1;41;0;30;0;0;3;0
15;73;Ribeira;1-007 -U;666;0;0;666;321;0;321;1;1;1;0;1;74;12;177;0;32;0;16;0;0;5;1
15;73;Ribeira;1-008 -U;538;0;0;538;213;1;214;1;2;0;0;1;54;7;93;0;40;0;12;0;0;4;0
15;73;Ribeira;1-009 -U;841;0;0;841;386;1;387;4;2;0;0;2;90;18;196;0;40;0;28;1;0;6;0
15;73;Ribeira;1-010 -A;620;0;0;620;279;1;280;3;2;0;0;5;84;15;105;0;45;0;18;1;0;2;0
15;73;Ribeira;1-010 -B;498;1;0;499;249;1;250;0;3;0;0;3;73;11;112;0;27;1;18;0;1;1;0
15;73;Ribeira;2-001 -U;972;0;0;972;510;0;510;4;7;0;0;0;125;13;271;1;58;0;29;0;0;2;0
15;73;Ribeira;2-002 -U;947;0;0;947;522;0;522;4;3;1;1;2;124;6;290;0;69;1;15;1;0;5;0
15;73;Ribeira;2-003 -U;742;0;0;742;392;1;393;4;3;0;0;0;70;6;235;0;45;0;25;0;1;4;0
15;73;Ribeira;3-001 -A;583;0;0;583;294;1;295;3;4;0;1;0;73;8;147;0;42;0;15;0;0;2;0
15;73;Ribeira;3-001 -B;574;0;0;574;285;1;286;3;4;1;0;0;64;9;146;0;36;1;22;0;0;0;0
15;73;Ribeira;3-002 -A;663;0;0;663;332;0;332;6;1;1;1;3;75;9;158;0;51;0;21;0;0;5;1
15;73;Ribeira;3-002 -B;605;0;0;605;307;1;308;7;4;0;0;1;73;5;159;1;37;0;17;0;0;4;0
15;73;Ribeira;3-003 -U;662;0;0;662;318;0;318;5;10;0;0;1;51;10;154;0;54;0;32;0;0;0;1
15;73;Ribeira;3-004 -U;803;0;0;803;420;0;420;6;5;1;0;2;81;7;252;0;36;0;23;1;1;5;0
15;73;Ribeira;4-001 -U;561;0;0;561;306;1;307;3;3;0;0;1;84;13;148;0;39;0;14;0;0;2;0
15;73;Ribeira;4-002 -U;947;0;0;947;518;0;518;6;9;0;1;1;136;22;245;0;77;0;19;1;0;1;0
15;73;Ribeira;4-004 -U;688;0;0;688;369;1;370;0;6;0;0;3;65;11;207;0;56;0;16;2;1;3;0
15;73;Ribeira;5-001 -A;467;0;0;467;278;0;278;1;8;0;0;0;43;6;184;0;30;0;3;1;0;2;0
15;73;Ribeira;5-001 -B;519;0;0;519;324;1;325;3;1;0;0;2;64;4;206;0;31;0;11;1;0;0;2
15;73;Ribeira;5-002 -U;613;0;0;613;410;1;411;3;5;0;0;2;102;19;207;0;52;1;13;3;0;4;0
15;74;Rois;1-001 -A;539;0;0;539;364;0;364;3;1;0;0;0;82;7;210;0;55;0;5;0;0;1;0
15;74;Rois;1-001 -B;431;0;0;431;307;0;307;0;3;0;0;0;80;7;177;0;31;0;8;1;0;0;0
15;74;Rois;1-002 -A;659;0;0;659;394;0;394;5;1;0;0;3;77;4;255;0;40;1;4;0;1;3;0
15;74;Rois;1-002 -B;397;0;0;397;254;0;254;4;3;0;0;2;72;9;110;0;46;0;7;0;1;0;0
15;74;Rois;1-003 -U;875;0;0;875;514;0;514;1;3;0;1;3;87;8;338;0;56;1;15;1;0;0;0
15;74;Rois;1-004 -A;654;0;0;654;407;0;407;5;4;0;8;1;53;4;268;0;61;0;1;1;0;1;0
15;74;Rois;1-004 -B;327;0;0;327;196;0;196;1;0;0;0;0;32;1;134;0;24;0;3;0;0;1;0
15;75;Sada;1-001 -A;698;0;0;698;384;0;384;1;4;0;0;3;85;24;191;0;59;2;12;1;1;1;0
15;75;Sada;1-001 -B;793;0;0;793;432;0;432;5;2;0;0;2;87;30;215;0;76;0;8;1;0;6;0
15;75;Sada;1-002 -A;742;0;0;742;427;1;428;4;3;0;1;2;81;20;231;0;75;0;11;0;0;0;0
15;75;Sada;1-002 -B;624;0;0;624;365;0;365;4;4;0;1;1;60;15;215;0;52;0;11;1;0;1;0
15;75;Sada;1-003 -A;690;0;0;690;407;0;407;5;0;0;0;1;91;21;211;0;59;0;17;2;0;0;0
15;75;Sada;1-003 -B;807;0;0;807;448;0;448;4;5;0;0;4;92;25;240;0;60;0;14;0;0;4;0
15;75;Sada;1-003 -C;407;0;0;407;253;1;254;0;4;0;1;4;49;11;123;0;53;0;7;0;0;1;1
15;75;Sada;1-004 -A;576;0;0;576;300;1;301;7;8;1;0;0;63;17;141;0;49;0;12;1;1;1;0
15;75;Sada;1-004 -B;640;0;0;640;351;1;352;4;4;1;0;1;97;22;159;0;53;1;9;0;0;1;0
15;75;Sada;1-005 -A;501;0;0;501;285;1;286;5;1;0;1;4;60;10;149;0;46;0;8;2;0;0;0
15;75;Sada;1-005 -B;537;0;0;537;315;1;316;4;2;1;1;2;68;15;160;0;54;0;7;2;0;0;0
15;75;Sada;1-006 -A;686;0;0;686;361;1;362;7;3;0;1;3;82;15;159;0;78;0;9;2;0;2;1
15;75;Sada;1-006 -B;607;0;0;607;302;1;303;2;1;0;0;3;76;23;134;0;52;0;10;1;0;1;0
15;75;Sada;2-001 -A;998;0;0;998;595;1;596;7;11;0;1;6;142;27;291;0;77;1;24;4;0;4;1
15;75;Sada;2-001 -B;905;0;0;905;584;0;584;3;7;0;0;2;103;26;331;2;85;0;21;0;0;4;0
15;75;Sada;2-002 -A;655;0;0;655;422;1;423;4;3;0;0;2;69;21;241;0;58;0;17;0;2;6;0
15;75;Sada;2-002 -B;872;0;0;872;537;0;537;12;5;1;0;2;116;12;304;0;60;2;18;3;0;2;0
15;75;Sada;3-001 -A;872;0;0;872;488;0;488;2;9;0;0;5;108;36;222;0;88;0;16;0;0;2;0
15;75;Sada;3-001 -B;392;0;0;392;238;1;239;1;3;0;1;3;52;22;115;1;33;0;5;2;0;1;0
15;76;San Sadurni¤o;1-001 -A;720;0;0;720;469;0;469;11;4;0;1;0;178;7;203;4;47;0;10;2;0;1;1
15;76;San Sadurni¤o;1-001 -B;386;0;0;386;220;0;220;1;3;0;0;0;85;5;92;0;27;0;5;0;0;2;0
15;76;San Sadurni¤o;1-003 -A;228;0;0;228;154;0;154;0;2;0;0;1;47;1;94;0;6;0;2;0;0;1;0
15;76;San Sadurni¤o;1-003 -B;270;0;0;270;176;0;176;0;2;0;0;1;35;2;114;0;20;0;1;0;0;0;1
15;76;San Sadurni¤o;1-004 -A;235;0;0;235;131;1;132;2;1;0;0;4;51;2;48;0;20;0;1;2;0;0;1
15;76;San Sadurni¤o;1-004 -B;205;0;0;205;125;1;126;1;2;0;0;0;74;0;35;0;13;0;1;0;0;0;0
15;76;San Sadurni¤o;1-004 -C;416;0;0;416;237;1;238;1;3;0;0;2;137;2;76;0;17;0;0;0;0;0;0
15;77;Santa Comba;1-001 -A;872;0;0;872;455;1;456;5;5;0;0;0;88;7;275;0;63;0;11;0;0;1;1
15;77;Santa Comba;1-001 -B;978;0;0;978;531;0;531;4;6;1;0;0;98;10;326;0;68;0;14;0;0;4;0
15;77;Santa Comba;1-002 -A;296;0;0;296;179;0;179;4;0;0;0;0;20;0;141;0;12;0;2;0;0;0;0
15;77;Santa Comba;1-002 -B;789;0;0;789;423;0;423;6;1;0;0;2;54;2;307;0;42;0;9;0;0;0;0
15;77;Santa Comba;1-003 -A;728;0;0;728;416;0;416;2;4;0;0;2;56;3;308;0;31;1;8;0;0;1;0
15;77;Santa Comba;1-003 -B;230;0;0;230;129;0;129;3;1;0;0;0;18;1;87;0;17;0;2;0;0;0;0
15;77;Santa Comba;1-004 -A;207;0;0;207;132;0;132;1;2;1;0;0;17;2;96;0;9;0;4;0;0;0;0
15;77;Santa Comba;1-004 -B;452;0;0;452;232;0;232;2;2;0;0;0;38;1;166;0;17;0;6;0;0;0;0
15;77;Santa Comba;2-001 -A;406;0;0;406;218;0;218;1;0;0;0;0;33;3;147;0;28;0;3;2;0;1;0
15;77;Santa Comba;2-001 -B;296;0;0;296;179;1;180;1;1;0;0;0;25;1;131;0;18;0;3;0;0;0;0
15;77;Santa Comba;2-001 -C;249;0;0;249;140;1;141;0;2;0;1;0;27;0;94;0;14;0;1;0;2;0;0
15;77;Santa Comba;3-001 -A;407;0;0;407;241;0;241;2;2;0;0;1;30;10;160;0;29;0;2;2;1;2;0
15;77;Santa Comba;3-001 -B;302;0;0;302;177;0;177;2;2;0;0;1;40;1;111;0;17;0;3;0;0;0;0
15;77;Santa Comba;3-002 -A;319;0;0;319;207;0;207;1;1;0;0;0;25;1;143;0;35;0;1;0;0;0;0
15;77;Santa Comba;3-002 -B;302;0;0;302;194;0;194;0;0;0;0;0;28;1;134;0;29;0;2;0;0;0;0
15;77;Santa Comba;3-002 -C;329;0;0;329;177;0;177;0;1;0;0;1;42;1;99;0;30;0;1;0;0;1;1
15;77;Santa Comba;3-002 -D;276;0;0;276;178;0;178;2;1;0;0;0;36;2;117;0;17;0;2;0;0;1;0
15;77;Santa Comba;4-001 -A;269;0;0;269;178;0;178;1;2;0;0;0;16;1;135;0;22;0;1;0;0;0;0
15;77;Santa Comba;4-001 -B;348;0;0;348;208;0;208;0;1;0;0;0;43;11;134;0;16;0;1;0;1;1;0
15;78;Santiago de Compostela;1-001 -U;537;0;0;537;363;0;363;6;6;0;0;1;107;14;196;0;27;1;3;1;0;1;0
15;78;Santiago de Compostela;1-002 -A;701;0;0;701;462;0;462;5;5;0;0;4;171;20;172;0;68;2;7;2;1;4;1
15;78;Santiago de Compostela;1-002 -B;605;0;0;605;411;0;411;5;2;0;0;1;135;31;156;0;73;0;5;0;0;3;0
15;78;Santiago de Compostela;1-003 -U;762;0;0;762;488;0;488;1;5;0;0;2;139;33;220;0;76;0;9;1;1;1;0
15;78;Santiago de Compostela;1-004 -U;639;0;0;639;445;0;445;2;2;0;0;1;171;27;183;0;53;0;2;1;0;1;2
15;78;Santiago de Compostela;1-005 -A;838;0;0;838;497;0;497;5;2;1;0;0;146;16;260;0;57;0;5;1;1;3;0
15;78;Santiago de Compostela;1-005 -B;339;0;0;339;216;0;216;0;3;0;0;1;78;11;95;0;24;0;3;0;0;0;1
15;78;Santiago de Compostela;1-006 -A;515;0;0;515;341;0;341;1;5;1;0;1;63;8;197;0;48;0;9;1;1;6;0
15;78;Santiago de Compostela;1-006 -B;590;0;0;590;406;0;406;8;7;3;0;2;80;12;233;0;52;0;7;0;0;2;0
15;78;Santiago de Compostela;1-007 -A;828;0;0;828;495;0;495;1;6;0;0;2;117;16;266;0;60;1;17;1;1;7;0
15;78;Santiago de Compostela;1-007 -B;787;0;0;787;489;0;489;4;3;0;0;2;114;19;272;0;64;0;7;1;0;3;0
15;78;Santiago de Compostela;2-001 -U;658;0;0;658;454;0;454;4;2;0;0;1;147;38;198;1;44;1;10;2;1;5;0
15;78;Santiago de Compostela;2-002 -A;517;0;0;517;323;1;324;3;0;0;0;1;116;19;132;0;42;0;5;3;0;2;1
15;78;Santiago de Compostela;2-002 -B;530;0;0;530;324;0;324;7;2;0;1;4;115;24;122;0;40;0;5;0;0;4;0
15;78;Santiago de Compostela;2-003 -U;689;0;0;689;395;1;396;1;3;0;0;2;141;16;172;0;54;0;7;0;0;0;0
15;78;Santiago de Compostela;2-004 -U;654;0;0;654;407;0;407;3;1;0;0;3;149;33;159;0;51;0;6;1;1;0;0
15;78;Santiago de Compostela;2-005 -U;556;0;0;556;332;0;332;5;6;0;0;2;97;20;137;1;56;1;4;3;0;0;0
15;78;Santiago de Compostela;2-006 -A;610;0;0;610;375;0;375;2;2;0;0;2;86;15;182;0;74;1;6;0;2;2;1
15;78;Santiago de Compostela;2-006 -B;680;0;0;680;408;0;408;0;5;0;0;6;123;16;196;0;54;1;4;0;0;3;0
15;78;Santiago de Compostela;2-006 -C;488;0;0;488;337;0;337;1;3;0;0;0;81;8;165;0;68;2;9;0;0;0;0
15;78;Santiago de Compostela;2-007 -A;897;0;0;897;571;0;571;4;3;0;1;1;122;25;337;0;71;0;5;1;1;0;0
15;78;Santiago de Compostela;2-007 -B;823;0;0;823;507;0;507;2;3;0;0;2;119;23;288;0;58;1;7;2;1;1;0
15;78;Santiago de Compostela;2-008 -A;786;0;0;786;501;0;501;6;2;2;0;3;168;18;230;0;66;2;2;0;0;2;0
15;78;Santiago de Compostela;2-008 -B;729;0;0;729;450;0;450;2;5;1;0;2;139;13;204;0;77;0;2;2;0;2;1
15;78;Santiago de Compostela;2-009 -U;798;0;0;798;489;0;489;1;5;1;0;2;110;21;233;0;103;0;10;1;0;2;0
15;78;Santiago de Compostela;2-010 -U;617;0;0;617;398;0;398;0;0;0;2;3;119;27;169;0;65;0;9;0;2;2;0
15;78;Santiago de Compostela;2-011 -U;823;0;0;823;493;0;493;2;2;0;0;0;125;35;236;0;84;1;6;1;0;1;0
15;78;Santiago de Compostela;2-012 -U;936;0;0;936;548;1;549;4;6;1;0;0;133;15;315;0;63;0;6;1;0;5;0
15;78;Santiago de Compostela;2-013 -A;529;0;0;529;333;0;333;4;2;0;0;0;126;15;128;0;45;0;7;2;1;3;0
15;78;Santiago de Compostela;2-013 -B;465;0;0;465;299;0;299;0;8;1;0;0;103;15;108;0;54;0;4;2;1;3;0
15;78;Santiago de Compostela;3-001 -U;600;0;0;600;408;0;408;6;6;1;1;7;136;28;182;0;33;0;6;0;0;2;0
15;78;Santiago de Compostela;3-002 -A;546;0;0;546;334;0;334;1;4;0;1;1;126;25;124;0;43;1;6;0;0;2;0
15;78;Santiago de Compostela;3-002 -B;463;0;0;463;269;0;269;0;4;0;0;4;102;17;100;0;37;0;1;1;0;3;0
15;78;Santiago de Compostela;3-003 -U;785;0;0;785;486;1;487;9;1;1;0;2;197;29;188;0;49;0;7;2;1;1;0
15;78;Santiago de Compostela;3-004 -U;808;0;0;808;468;0;468;4;5;0;0;1;161;25;200;0;63;0;6;1;1;1;0
15;78;Santiago de Compostela;3-005 -A;792;0;0;792;513;0;513;4;8;0;0;2;155;29;207;2;93;0;7;1;0;4;1
15;78;Santiago de Compostela;3-005 -B;762;0;0;762;498;0;498;1;7;1;0;0;161;24;218;0;67;2;7;1;1;8;0
15;78;Santiago de Compostela;3-006 -U;643;0;0;643;372;0;372;1;1;0;0;2;95;8;211;0;47;1;3;1;0;2;0
15;78;Santiago de Compostela;3-007 -A;452;0;0;452;286;1;287;6;2;0;0;0;63;4;186;0;23;0;1;0;0;2;0
15;78;Santiago de Compostela;3-007 -B;535;0;0;535;320;0;320;6;3;0;0;1;65;8;198;0;35;2;1;0;0;1;0
15;78;Santiago de Compostela;3-008 -A;553;0;0;553;370;0;370;4;8;0;1;0;119;10;172;0;36;0;12;1;0;7;0
15;78;Santiago de Compostela;3-008 -B;582;0;0;582;350;0;350;4;3;1;0;1;75;23;192;0;36;0;11;0;0;3;1
15;78;Santiago de Compostela;3-009 -A;821;0;0;821;491;0;491;3;9;0;0;2;155;28;199;0;74;0;12;4;1;3;1
15;78;Santiago de Compostela;3-009 -B;756;0;0;756;482;0;482;5;3;0;0;7;139;30;206;0;74;0;5;3;0;10;0
15;78;Santiago de Compostela;4-001 -U;949;0;0;949;620;1;621;5;9;0;0;6;196;45;272;0;72;2;9;3;2;0;0
15;78;Santiago de Compostela;4-002 -U;941;0;0;941;602;0;602;8;4;1;1;2;246;37;217;0;79;1;1;3;0;2;0
15;78;Santiago de Compostela;4-003 -U;743;0;0;743;527;1;528;6;5;0;0;2;131;26;284;0;62;0;10;0;0;2;0
15;78;Santiago de Compostela;4-004 -A;673;0;0;673;407;0;407;4;5;0;0;2;149;27;161;0;49;3;5;1;0;1;0
15;78;Santiago de Compostela;4-004 -B;722;0;0;722;446;0;446;5;6;0;0;1;158;30;193;0;44;1;3;0;1;4;0
15;78;Santiago de Compostela;4-005 -A;607;0;0;607;350;0;350;5;2;0;0;0;121;32;124;0;52;0;11;0;2;1;0
15;78;Santiago de Compostela;4-005 -B;590;0;0;590;341;1;342;1;4;0;1;4;96;30;127;0;73;0;3;1;0;2;0
15;78;Santiago de Compostela;4-006 -A;566;0;0;566;330;0;330;3;4;0;0;2;111;15;132;0;48;1;8;2;2;2;0
15;78;Santiago de Compostela;4-006 -B;564;0;0;564;357;1;358;3;9;0;0;0;86;24;176;0;46;0;6;4;1;3;0
15;78;Santiago de Compostela;4-007 -A;913;0;0;913;575;0;575;4;4;0;0;4;154;34;256;1;99;2;11;0;1;5;0
15;78;Santiago de Compostela;4-007 -B;830;0;0;830;491;0;491;2;4;0;0;1;153;22;216;0;75;1;10;2;3;1;1
15;78;Santiago de Compostela;4-008 -A;638;0;0;638;385;0;385;1;7;0;0;0;127;17;152;0;72;1;5;1;1;1;0
15;78;Santiago de Compostela;4-008 -B;595;0;0;595;339;0;339;2;3;0;1;1;110;21;126;0;68;0;2;2;0;3;0
15;78;Santiago de Compostela;4-009 -U;940;0;0;940;556;0;556;2;8;0;0;1;127;21;323;1;59;0;12;1;0;1;0
15;78;Santiago de Compostela;4-010 -U;900;0;0;900;541;0;541;4;4;1;0;1;152;21;302;0;48;0;6;0;0;2;0
15;78;Santiago de Compostela;4-011 -U;853;0;0;853;532;0;532;5;1;0;0;2;141;16;305;0;55;0;7;0;0;0;0
15;78;Santiago de Compostela;4-012 -A;852;0;0;852;536;0;536;3;10;0;0;4;169;21;232;0;78;0;9;1;1;8;0
15;78;Santiago de Compostela;4-012 -B;852;0;0;852;553;0;553;5;16;0;0;2;188;30;226;0;69;2;5;4;0;5;1
15;78;Santiago de Compostela;4-013 -U;617;0;0;617;382;0;382;4;5;1;0;4;113;10;183;0;47;0;8;3;0;4;0
15;78;Santiago de Compostela;4-014 -A;753;0;0;753;500;0;500;5;6;0;1;4;184;34;170;0;92;0;1;1;1;1;0
15;78;Santiago de Compostela;4-014 -B;757;0;0;757;537;0;537;5;5;0;0;1;192;28;206;0;81;0;9;4;0;5;1
15;78;Santiago de Compostela;4-015 -A;746;0;0;746;415;0;415;7;2;0;0;2;151;19;149;0;80;0;2;0;2;1;0
15;78;Santiago de Compostela;4-015 -B;728;0;0;728;452;1;453;5;3;0;0;1;168;23;155;0;86;0;7;2;1;2;0
15;78;Santiago de Compostela;4-016 -A;571;0;0;571;411;0;411;6;6;0;0;4;123;33;140;0;84;0;7;4;0;4;0
15;78;Santiago de Compostela;4-016 -B;554;0;0;554;395;0;395;2;5;0;0;2;134;30;125;0;85;0;5;3;1;2;1
15;78;Santiago de Compostela;4-017 -A;814;0;0;814;516;1;517;2;5;1;0;3;177;22;188;0;102;1;10;2;3;1;0
15;78;Santiago de Compostela;4-017 -B;690;0;0;690;441;0;441;1;1;1;0;2;147;22;164;0;94;0;4;3;0;2;0
15;78;Santiago de Compostela;4-018 -A;687;0;0;687;474;0;474;3;9;1;0;2;164;19;176;0;85;1;7;1;1;5;0
15;78;Santiago de Compostela;4-018 -B;668;0;0;668;476;0;476;3;8;0;0;2;167;31;176;0;78;0;8;1;0;1;1
15;78;Santiago de Compostela;4-019 -A;531;0;0;531;365;0;365;7;7;0;0;5;127;26;126;0;62;0;3;0;0;2;0
15;78;Santiago de Compostela;4-019 -B;520;0;0;520;344;0;344;4;4;0;0;2;143;34;105;0;47;0;2;0;0;2;1
15;78;Santiago de Compostela;5-001 -U;722;0;0;722;455;0;455;4;6;1;0;5;136;21;209;0;61;1;7;0;0;3;1
15;78;Santiago de Compostela;5-002 -A;672;0;0;672;424;0;424;1;3;0;0;2;94;11;236;0;61;1;10;0;1;4;0
15;78;Santiago de Compostela;5-002 -B;709;0;0;709;452;0;452;1;5;0;0;0;106;21;257;0;56;0;3;0;0;2;1
15;78;Santiago de Compostela;5-003 -U;693;0;0;693;493;1;494;5;5;0;0;0;87;15;322;0;48;0;7;1;0;3;1
15;78;Santiago de Compostela;5-004 -U;949;0;0;949;654;0;654;2;2;0;0;3;105;22;415;1;76;0;21;1;1;5;0
15;78;Santiago de Compostela;5-005 -U;809;0;0;809;490;0;490;1;9;0;0;1;61;18;313;0;60;1;20;2;0;4;0
15;78;Santiago de Compostela;5-006 -A;527;0;0;527;351;1;352;3;8;0;0;2;69;12;196;0;46;0;8;1;0;7;0
15;78;Santiago de Compostela;5-006 -B;500;0;0;500;323;1;324;3;9;0;0;1;75;10;177;0;34;1;10;0;0;4;0
15;78;Santiago de Compostela;5-007 -A;663;0;0;663;447;0;447;3;5;1;0;0;85;18;258;1;55;0;10;1;0;10;0
15;78;Santiago de Compostela;5-007 -B;616;0;0;616;421;0;421;4;5;1;0;2;67;11;276;0;46;0;4;0;0;5;0
15;78;Santiago de Compostela;5-008 -A;515;0;0;515;360;0;360;4;3;0;0;4;71;13;210;0;43;1;9;0;0;2;0
15;78;Santiago de Compostela;5-008 -B;505;0;0;505;357;0;357;2;4;0;0;2;66;7;215;0;50;0;8;0;1;2;0
15;78;Santiago de Compostela;5-010 -A;503;0;0;503;314;1;315;1;4;0;1;3;63;8;182;0;47;0;3;0;0;2;1
15;78;Santiago de Compostela;5-010 -B;482;0;0;482;292;1;293;3;1;0;0;3;55;11;170;0;42;0;4;2;0;2;0
15;78;Santiago de Compostela;5-011 -U;936;0;0;936;597;0;597;5;11;0;2;2;157;22;280;0;93;0;16;2;0;7;0
15;78;Santiago de Compostela;5-012 -A;779;0;0;779;510;0;510;4;6;0;0;3;118;33;239;0;100;0;1;1;1;3;1
15;78;Santiago de Compostela;5-012 -B;724;0;0;724;442;0;442;3;5;0;0;0;120;21;214;0;64;3;3;2;1;6;0
15;78;Santiago de Compostela;5-013 -A;655;0;0;655;429;0;429;0;7;1;0;1;101;30;198;0;75;1;9;1;2;3;0
15;78;Santiago de Compostela;5-013 -B;645;0;0;645;472;0;472;1;6;2;0;1;152;24;200;0;71;1;6;0;1;7;0
15;78;Santiago de Compostela;5-014 -A;880;0;0;880;537;0;537;2;8;1;1;0;180;36;196;0;90;0;16;0;2;5;0
15;78;Santiago de Compostela;5-014 -B;816;0;0;816;485;0;485;5;5;0;0;1;146;26;204;0;75;0;9;3;1;9;1
15;78;Santiago de Compostela;5-015 -A;535;0;0;535;341;0;341;0;7;0;0;0;110;21;147;0;45;0;7;0;2;2;0
15;78;Santiago de Compostela;5-015 -B;523;0;0;523;327;0;327;1;4;0;0;2;94;19;135;0;56;1;10;2;1;2;0
15;78;Santiago de Compostela;5-016 -A;621;0;0;621;345;0;345;2;4;0;0;0;92;23;144;0;70;0;8;0;0;2;0
