Anio_Electoral;C.A.;Codigo_Municipio;Municipio;Distrito;Seccion;Mesa;Censo;Votos_Emitidos;Votos_Nulos;Votos_en_blanco;Votos_Validos;Porc_Escrutado;AP-ALIANZA_POPULAR_P.DEMOCRATA;AP-FEDERACION_PARTIDOS_DE_ALIA;PP-PARTIDO_POPULAR;PP-PARTIDO_POPULAR_DE_LA_RIOJA;PSOE-PARTIDO_SOCIALISTA_OBRERO;PR-PARTIDO_RIOJANO;PR-PARTIDO_RIOJANO_PROGRESISTA;PRx-PARTIDO_RIOJANO;PRxE-PARTIDO_RIOJANO_x_ESPANA_;I.U.-IZQUIERDA_UNIDA;IU-IZQUIERDA_UNIDA;IU-IZQUIERDA_UNIDA_LA_RIOJA;PCE-PARTIDO_COMUNISTA_DE_ESPAN;MASH-MOVIMIENTO_AL_SOCIALISMO_;MASH-MVTO_AL_SOCIALISMO_HUMANI;VERDES-LOS_VERDES;VERDES-LOS_VERDES_DE_LA_RIOJA;AR.-ALTERNATIVA_RIOJANA;IZQ.-COALICION_ELECTORAL_IZQ_-;CDS-CENTRO_DEMOCRATICO_Y_SOCIA;PTE-UC-P.TRABAJADORES_ESPANA-U;PDP-PARTIDO_DEMOCRATA_POPULAR;P.C.P.E.-PARTIDO_COMUNISTA_LOS;PCPE-PARTIDO_COMUNISTA_LOS_PUE;PUMxJ-POR_UN_MUNDO_MAS_JUSTO;UPYD-UNION_PROGRESO_Y_DEMOCRAC;UPyD-UNION_PROGRESO_Y_DEMOCRAC_1;ECOLO-VERDE-COALICION_VERDES_D;PACMA-ANTITAURINO_CONTRA_MALTR;PACMA-PART._ANIMALISTA_CONTRA_;PACMA-PARTIDO_ANIMALISTA_CON_E;PACMA-PARTIDO_ANIMALISTA_CONTR;Cs-CIUDADANOS-PARTIDO_DE_LA_CI;PODEMOS-PODEMOS;PODEMOS-I.U.-PODEMOS-IZQUIERDA;PODEMOS-IU-EQUO-UNIDAS_PODEMOS;CR-IU-EQUO-CAMBIA_LA_RIOJA-IU-;EB-PARTIDO_ESCANOS_EN_BLANCO;ESCANOS_EN_BLANCO-ESCANOS_EN_B;VOX-VOX;VINEA-VINEA_La_Rioja;PLRi-POR_LA_RIOJA;p43;p44;p45;p46;p47;p48;p49;p50
2019;La Rioja;89;Logroño;01;001;U;830;402;6;1;396;100.0;;;90;;143;;;26;;;;;;;;;;;;;;;;;;;;;;;;2;49;;;72;;;;13;;;;;;;;;;
2019;La Rioja;89;Logroño;01;002;U;750;400;0;0;400;100.0;;;144;;136;;;20;;;;;;;;;;;;;;;;;;;;;;;;0;43;;;46;;;;11;;;;;;;;;;
2019;La Rioja;89;Logroño;01;003;A;610;438;1;5;437;100.0;;;172;;143;;;16;;;;;;;;;;;;;;;;;;;;;;;;2;47;;;32;;;;20;;;;;;;;;;
2019;La Rioja;89;Logroño;01;003;B;699;496;7;3;489;100.0;;;205;;156;;;15;;;;;;;;;;;;;;;;;;;;;;;;2;54;;;34;;;;20;;;;;;;;;;
2019;La Rioja;89;Logroño;01;004;A;463;297;4;4;293;100.0;;;102;;95;;;13;;;;;;;;;;;;;;;;;;;;;;;;2;33;;;29;;;;15;;;;;;;;;;
2019;La Rioja;89;Logroño;01;004;B;536;340;3;3;337;100.0;;;115;;104;;;18;;;;;;;;;;;;;;;;;;;;;;;;3;40;;;38;;;;16;;;;;;;;;;
2019;La Rioja;89;Logroño;02;001;A;613;428;4;2;424;100.0;;;123;;181;;;24;;;;;;;;;;;;;;;;;;;;;;;;1;40;;;31;;;;22;;;;;;;;;;
2019;La Rioja;89;Logroño;02;001;B;564;410;1;1;409;100.0;;;122;;160;;;18;;;;;;;;;;;;;;;;;;;;;;;;0;43;;;47;;;;18;;;;;;;;;;
2019;La Rioja;89;Logroño;02;002;A;719;461;5;0;456;100.0;;;114;;189;;;26;;;;;;;;;;;;;;;;;;;;;;;;2;62;;;49;;;;14;;;;;;;;;;
2019;La Rioja;89;Logroño;02;002;B;656;434;6;2;428;100.0;;;130;;172;;;25;;;;;;;;;;;;;;;;;;;;;;;;2;38;;;41;;;;18;;;;;;;;;;
2019;La Rioja;89;Logroño;02;003;U;802;512;10;5;502;100.0;;;120;;232;;;20;;;;;;;;;;;;;;;;;;;;;;;;1;53;;;46;;;;25;;;;;;;;;;
2019;La Rioja;89;Logroño;02;004;A;430;243;5;3;238;100.0;;;51;;121;;;12;;;;;;;;;;;;;;;;;;;;;;;;4;10;;;29;;;;8;;;;;;;;;;
2019;La Rioja;89;Logroño;02;004;B;514;290;1;3;289;100.0;;;52;;150;;;15;;;;;;;;;;;;;;;;;;;;;;;;0;22;;;36;;;;11;;;;;;;;;;
2019;La Rioja;89;Logroño;02;005;A;500;286;2;3;284;100.0;;;61;;133;;;11;;;;;;;;;;;;;;;;;;;;;;;;5;38;;;22;;;;11;;;;;;;;;;
2019;La Rioja;89;Logroño;02;005;B;395;213;0;0;213;100.0;;;51;;84;;;8;;;;;;;;;;;;;;;;;;;;;;;;4;19;;;38;;;;9;;;;;;;;;;
2019;La Rioja;89;Logroño;02;006;A;417;266;6;3;260;100.0;;;72;;105;;;17;;;;;;;;;;;;;;;;;;;;;;;;1;26;;;24;;;;12;;;;;;;;;;
2019;La Rioja;89;Logroño;02;006;B;448;303;3;2;300;100.0;;;71;;141;;;21;;;;;;;;;;;;;;;;;;;;;;;;0;29;;;27;;;;9;;;;;;;;;;
2019;La Rioja;89;Logroño;02;007;A;736;424;2;4;422;100.0;;;74;;185;;;30;;;;;;;;;;;;;;;;;;;;;;;;0;66;;;39;;;;24;;;;;;;;;;
2019;La Rioja;89;Logroño;02;007;B;794;464;9;3;455;100.0;;;109;;191;;;37;;;;;;;;;;;;;;;;;;;;;;;;2;53;;;42;;;;18;;;;;;;;;;
2019;La Rioja;89;Logroño;02;008;A;604;389;3;1;386;100.0;;;104;;158;;;21;;;;;;;;;;;;;;;;;;;;;;;;3;33;;;38;;;;28;;;;;;;;;;
2019;La Rioja;89;Logroño;02;008;B;673;435;2;2;433;100.0;;;93;;217;;;12;;;;;;;;;;;;;;;;;;;;;;;;4;47;;;49;;;;9;;;;;;;;;;
2019;La Rioja;89;Logroño;02;009;U;854;532;8;4;524;100.0;;;144;;241;;;25;;;;;;;;;;;;;;;;;;;;;;;;4;45;;;41;;;;20;;;;;;;;;;
2019;La Rioja;89;Logroño;02;010;A;644;423;3;3;420;100.0;;;125;;142;;;34;;;;;;;;;;;;;;;;;;;;;;;;3;61;;;30;;;;22;;;;;;;;;;
2019;La Rioja;89;Logroño;02;010;B;690;442;3;3;439;100.0;;;123;;186;;;26;;;;;;;;;;;;;;;;;;;;;;;;4;49;;;28;;;;20;;;;;;;;;;
2019;La Rioja;89;Logroño;02;011;U;637;385;6;0;379;100.0;;;102;;179;;;12;;;;;;;;;;;;;;;;;;;;;;;;2;28;;;39;;;;17;;;;;;;;;;
2019;La Rioja;89;Logroño;02;012;U;717;385;1;0;384;100.0;;;103;;198;;;12;;;;;;;;;;;;;;;;;;;;;;;;3;23;;;33;;;;12;;;;;;;;;;
2019;La Rioja;89;Logroño;02;013;U;695;417;2;3;415;100.0;;;136;;145;;;21;;;;;;;;;;;;;;;;;;;;;;;;4;55;;;35;;;;16;;;;;;;;;;
2019;La Rioja;89;Logroño;02;014;A;455;337;4;0;333;100.0;;;127;;113;;;18;;;;;;;;;;;;;;;;;;;;;;;;1;44;;;14;;;;16;;;;;;;;;;
2019;La Rioja;89;Logroño;02;014;B;434;315;1;3;314;100.0;;;125;;105;;;9;;;;;;;;;;;;;;;;;;;;;;;;1;46;;;12;;;;13;;;;;;;;;;
2019;La Rioja;89;Logroño;02;015;A;509;257;3;4;254;100.0;;;48;;123;;;11;;;;;;;;;;;;;;;;;;;;;;;;1;27;;;33;;;;7;;;;;;;;;;
2019;La Rioja;89;Logroño;02;015;B;440;247;3;1;244;100.0;;;37;;129;;;9;;;;;;;;;;;;;;;;;;;;;;;;4;23;;;29;;;;12;;;;;;;;;;
2019;La Rioja;89;Logroño;02;016;A;423;284;3;3;281;100.0;;;77;;114;;;11;;;;;;;;;;;;;;;;;;;;;;;;2;35;;;30;;;;9;;;;;;;;;;
2019;La Rioja;89;Logroño;02;016;B;487;333;3;1;330;100.0;;;87;;130;;;23;;;;;;;;;;;;;;;;;;;;;;;;1;44;;;33;;;;11;;;;;;;;;;
2019;La Rioja;89;Logroño;02;017;A;561;378;3;1;375;100.0;;;85;;152;;;24;;;;;;;;;;;;;;;;;;;;;;;;2;52;;;44;;;;15;;;;;;;;;;
2019;La Rioja;89;Logroño;02;017;B;683;469;9;6;460;100.0;;;106;;185;;;22;;;;;;;;;;;;;;;;;;;;;;;;2;54;;;65;;;;20;;;;;;;;;;
2019;La Rioja;89;Logroño;02;017;C;668;467;2;5;465;100.0;;;92;;203;;;27;;;;;;;;;;;;;;;;;;;;;;;;2;63;;;57;;;;16;;;;;;;;;;
2019;La Rioja;89;Logroño;02;018;A;848;656;5;6;651;100.0;;;225;;192;;;49;;;;;;;;;;;;;;;;;;;;;;;;4;110;;;39;;;;26;;;;;;;;;;
2019;La Rioja;89;Logroño;02;018;B;780;630;5;11;625;100.0;;;243;;176;;;37;;;;;;;;;;;;;;;;;;;;;;;;1;99;;;36;;;;22;;;;;;;;;;
2019;La Rioja;89;Logroño;02;019;A;836;612;6;6;606;100.0;;;152;;253;;;25;;;;;;;;;;;;;;;;;;;;;;;;10;91;;;48;;;;21;;;;;;;;;;
2019;La Rioja;89;Logroño;02;019;B;793;581;6;7;575;100.0;;;118;;263;;;34;;;;;;;;;;;;;;;;;;;;;;;;7;73;;;47;;;;26;;;;;;;;;;
2019;La Rioja;89;Logroño;02;020;A;494;354;1;7;353;100.0;;;157;;62;;;30;;;;;;;;;;;;;;;;;;;;;;;;0;67;;;11;;;;19;;;;;;;;;;
2019;La Rioja;89;Logroño;02;020;B;497;334;1;5;333;100.0;;;158;;63;;;17;;;;;;;;;;;;;;;;;;;;;;;;0;67;;;11;;;;12;;;;;;;;;;
2019;La Rioja;89;Logroño;02;021;A;666;444;4;5;440;100.0;;;131;;150;;;20;;;;;;;;;;;;;;;;;;;;;;;;1;75;;;27;;;;31;;;;;;;;;;
2019;La Rioja;89;Logroño;02;021;B;679;440;4;5;436;100.0;;;120;;154;;;26;;;;;;;;;;;;;;;;;;;;;;;;7;74;;;28;;;;22;;;;;;;;;;
2019;La Rioja;89;Logroño;02;022;A;674;454;5;5;449;100.0;;;103;;179;;;20;;;;;;;;;;;;;;;;;;;;;;;;4;83;;;32;;;;23;;;;;;;;;;
2019;La Rioja;89;Logroño;02;022;B;695;487;8;3;479;100.0;;;96;;191;;;37;;;;;;;;;;;;;;;;;;;;;;;;6;86;;;36;;;;24;;;;;;;;;;
2019;La Rioja;89;Logroño;02;023;A;674;482;1;8;481;100.0;;;140;;169;;;29;;;;;;;;;;;;;;;;;;;;;;;;2;76;;;43;;;;14;;;;;;;;;;
2019;La Rioja;89;Logroño;02;023;B;890;649;5;12;644;100.0;;;188;;227;;;36;;;;;;;;;;;;;;;;;;;;;;;;6;102;;;50;;;;23;;;;;;;;;;
2019;La Rioja;89;Logroño;02;024;A;636;431;7;1;424;100.0;;;103;;163;;;23;;;;;;;;;;;;;;;;;;;;;;;;1;91;;;31;;;;11;;;;;;;;;;
2019;La Rioja;89;Logroño;02;024;B;840;609;5;10;604;100.0;;;157;;225;;;30;;;;;;;;;;;;;;;;;;;;;;;;4;113;;;41;;;;24;;;;;;;;;;
2019;La Rioja;89;Logroño;02;025;A;537;394;2;2;392;100.0;;;147;;104;;;18;;;;;;;;;;;;;;;;;;;;;;;;2;80;;;17;;;;22;;;;;;;;;;
2019;La Rioja;89;Logroño;02;025;B;587;401;3;0;398;100.0;;;163;;93;;;15;;;;;;;;;;;;;;;;;;;;;;;;4;82;;;17;;;;24;;;;;;;;;;
2019;La Rioja;89;Logroño;02;026;A;580;445;3;6;442;100.0;;;138;;123;;;33;;;;;;;;;;;;;;;;;;;;;;;;1;81;;;34;;;;26;;;;;;;;;;
2019;La Rioja;89;Logroño;02;026;B;682;490;2;2;488;100.0;;;151;;152;;;28;;;;;;;;;;;;;;;;;;;;;;;;4;95;;;26;;;;30;;;;;;;;;;
2019;La Rioja;89;Logroño;02;027;A;585;411;12;4;399;100.0;;;69;;160;;;31;;;;;;;;;;;;;;;;;;;;;;;;7;50;;;60;;;;18;;;;;;;;;;
2019;La Rioja;89;Logroño;02;027;B;601;390;7;6;383;100.0;;;77;;169;;;17;;;;;;;;;;;;;;;;;;;;;;;;5;60;;;25;;;;24;;;;;;;;;;
2019;La Rioja;89;Logroño;03;001;A;450;326;3;1;323;100.0;;;127;;91;;;17;;;;;;;;;;;;;;;;;;;;;;;;3;54;;;11;;;;19;;;;;;;;;;
2019;La Rioja;89;Logroño;03;001;B;481;364;4;0;360;100.0;;;151;;80;;;17;;;;;;;;;;;;;;;;;;;;;;;;3;68;;;16;;;;25;;;;;;;;;;
2019;La Rioja;89;Logroño;03;002;U;799;505;5;2;500;100.0;;;220;;139;;;23;;;;;;;;;;;;;;;;;;;;;;;;1;47;;;41;;;;27;;;;;;;;;;
2019;La Rioja;89;Logroño;03;003;U;841;638;2;1;636;100.0;;;346;;110;;;23;;;;;;;;;;;;;;;;;;;;;;;;1;92;;;23;;;;40;;;;;;;;;;
2019;La Rioja;89;Logroño;03;004;U;582;437;4;5;433;100.0;;;186;;122;;;18;;;;;;;;;;;;;;;;;;;;;;;;6;48;;;21;;;;27;;;;;;;;;;
2019;La Rioja;89;Logroño;03;005;A;418;283;6;2;277;100.0;;;87;;117;;;16;;;;;;;;;;;;;;;;;;;;;;;;1;35;;;15;;;;4;;;;;;;;;;
2019;La Rioja;89;Logroño;03;005;B;433;292;3;2;289;100.0;;;107;;97;;;10;;;;;;;;;;;;;;;;;;;;;;;;3;32;;;29;;;;9;;;;;;;;;;
2019;La Rioja;89;Logroño;03;006;U;734;481;8;2;473;100.0;;;132;;199;;;32;;;;;;;;;;;;;;;;;;;;;;;;2;61;;;34;;;;11;;;;;;;;;;
2019;La Rioja;89;Logroño;03;007;A;630;438;7;4;431;100.0;;;148;;162;;;25;;;;;;;;;;;;;;;;;;;;;;;;2;52;;;24;;;;14;;;;;;;;;;
2019;La Rioja;89;Logroño;03;007;B;732;534;7;7;527;100.0;;;179;;200;;;33;;;;;;;;;;;;;;;;;;;;;;;;1;69;;;30;;;;8;;;;;;;;;;
2019;La Rioja;89;Logroño;03;008;U;794;547;2;1;545;100.0;;;196;;192;;;18;;;;;;;;;;;;;;;;;;;;;;;;0;81;;;38;;;;19;;;;;;;;;;
2019;La Rioja;89;Logroño;03;009;A;470;318;1;3;317;100.0;;;108;;133;;;8;;;;;;;;;;;;;;;;;;;;;;;;0;32;;;18;;;;15;;;;;;;;;;
2019;La Rioja;89;Logroño;03;009;B;543;366;0;1;366;100.0;;;109;;133;;;20;;;;;;;;;;;;;;;;;;;;;;;;3;58;;;35;;;;7;;;;;;;;;;
2019;La Rioja;89;Logroño;03;010;U;814;509;2;0;507;100.0;;;156;;180;;;33;;;;;;;;;;;;;;;;;;;;;;;;5;67;;;41;;;;25;;;;;;;;;;
2019;La Rioja;89;Logroño;03;011;A;412;283;1;5;282;100.0;;;72;;115;;;14;;;;;;;;;;;;;;;;;;;;;;;;1;35;;;28;;;;12;;;;;;;;;;
2019;La Rioja;89;Logroño;03;011;B;517;359;5;2;354;100.0;;;100;;143;;;19;;;;;;;;;;;;;;;;;;;;;;;;1;52;;;27;;;;10;;;;;;;;;;
2019;La Rioja;89;Logroño;03;012;U;739;503;3;1;500;100.0;;;205;;165;;;26;;;;;;;;;;;;;;;;;;;;;;;;6;57;;;20;;;;20;;;;;;;;;;
2019;La Rioja;89;Logroño;03;013;A;406;283;5;3;278;100.0;;;100;;101;;;11;;;;;;;;;;;;;;;;;;;;;;;;1;27;;;21;;;;14;;;;;;;;;;
2019;La Rioja;89;Logroño;03;013;B;473;320;4;3;316;100.0;;;93;;120;;;15;;;;;;;;;;;;;;;;;;;;;;;;0;43;;;34;;;;8;;;;;;;;;;
2019;La Rioja;89;Logroño;03;014;U;658;457;0;7;457;100.0;;;156;;144;;;14;;;;;;;;;;;;;;;;;;;;;;;;4;74;;;37;;;;21;;;;;;;;;;
2019;La Rioja;89;Logroño;03;015;A;517;399;5;4;394;100.0;;;190;;95;;;26;;;;;;;;;;;;;;;;;;;;;;;;1;51;;;13;;;;14;;;;;;;;;;
2019;La Rioja;89;Logroño;03;015;B;634;464;7;1;457;100.0;;;215;;102;;;19;;;;;;;;;;;;;;;;;;;;;;;;4;60;;;28;;;;28;;;;;;;;;;
2019;La Rioja;89;Logroño;03;016;A;450;314;2;2;312;100.0;;;81;;127;;;16;;;;;;;;;;;;;;;;;;;;;;;;2;34;;;37;;;;13;;;;;;;;;;
2019;La Rioja;89;Logroño;03;016;B;478;347;2;2;345;100.0;;;114;;133;;;21;;;;;;;;;;;;;;;;;;;;;;;;1;34;;;26;;;;14;;;;;;;;;;
2019;La Rioja;89;Logroño;03;017;U;584;383;9;2;374;100.0;;;155;;126;;;16;;;;;;;;;;;;;;;;;;;;;;;;1;40;;;15;;;;19;;;;;;;;;;
2019;La Rioja;89;Logroño;03;018;U;700;531;4;2;527;100.0;;;255;;104;;;31;;;;;;;;;;;;;;;;;;;;;;;;2;68;;;27;;;;38;;;;;;;;;;
2019;La Rioja;89;Logroño;03;019;A;551;399;3;1;396;100.0;;;151;;121;;;25;;;;;;;;;;;;;;;;;;;;;;;;2;53;;;27;;;;16;;;;;;;;;;
2019;La Rioja;89;Logroño;03;019;B;566;417;3;2;414;100.0;;;135;;157;;;22;;;;;;;;;;;;;;;;;;;;;;;;1;66;;;22;;;;9;;;;;;;;;;
2019;La Rioja;89;Logroño;03;020;A;485;345;3;4;342;100.0;;;122;;124;;;12;;;;;;;;;;;;;;;;;;;;;;;;3;36;;;30;;;;11;;;;;;;;;;
2019;La Rioja;89;Logroño;03;020;B;588;424;4;5;420;100.0;;;146;;170;;;24;;;;;;;;;;;;;;;;;;;;;;;;2;46;;;18;;;;9;;;;;;;;;;
2019;La Rioja;89;Logroño;03;021;U;761;532;5;4;527;100.0;;;214;;163;;;25;;;;;;;;;;;;;;;;;;;;;;;;1;67;;;36;;;;17;;;;;;;;;;
2019;La Rioja;89;Logroño;03;022;U;841;582;3;6;579;100.0;;;265;;156;;;13;;;;;;;;;;;;;;;;;;;;;;;;1;91;;;24;;;;23;;;;;;;;;;
2019;La Rioja;89;Logroño;03;023;U;674;506;4;6;502;100.0;;;245;;122;;;17;;;;;;;;;;;;;;;;;;;;;;;;2;60;;;16;;;;34;;;;;;;;;;
2019;La Rioja;89;Logroño;03;024;U;732;502;3;3;499;100.0;;;141;;223;;;29;;;;;;;;;;;;;;;;;;;;;;;;4;55;;;32;;;;12;;;;;;;;;;
2019;La Rioja;89;Logroño;03;025;U;800;599;3;7;596;100.0;;;209;;216;;;23;;;;;;;;;;;;;;;;;;;;;;;;0;79;;;34;;;;28;;;;;;;;;;
2019;La Rioja;89;Logroño;04;001;A;507;345;0;2;345;100.0;;;118;;136;;;19;;;;;;;;;;;;;;;;;;;;;;;;3;29;;;20;;;;18;;;;;;;;;;
2019;La Rioja;89;Logroño;04;001;B;606;414;1;3;413;100.0;;;128;;156;;;33;;;;;;;;;;;;;;;;;;;;;;;;1;51;;;30;;;;11;;;;;;;;;;
2019;La Rioja;89;Logroño;04;002;U;725;435;2;5;433;100.0;;;101;;204;;;17;;;;;;;;;;;;;;;;;;;;;;;;3;54;;;36;;;;13;;;;;;;;;;
2019;La Rioja;89;Logroño;04;003;A;473;317;5;1;312;100.0;;;98;;126;;;9;;;;;;;;;;;;;;;;;;;;;;;;6;45;;;19;;;;8;;;;;;;;;;
2019;La Rioja;89;Logroño;04;003;B;406;273;3;0;270;100.0;;;100;;106;;;6;;;;;;;;;;;;;;;;;;;;;;;;1;32;;;14;;;;11;;;;;;;;;;
2019;La Rioja;89;Logroño;04;004;U;615;419;1;3;418;100.0;;;161;;138;;;21;;;;;;;;;;;;;;;;;;;;;;;;1;51;;;24;;;;19;;;;;;;;;;
2019;La Rioja;89;Logroño;04;005;A;591;421;2;2;419;100.0;;;142;;158;;;28;;;;;;;;;;;;;;;;;;;;;;;;4;47;;;26;;;;12;;;;;;;;;;
2019;La Rioja;89;Logroño;04;005;B;686;485;8;6;477;100.0;;;136;;172;;;24;;;;;;;;;;;;;;;;;;;;;;;;3;72;;;42;;;;22;;;;;;;;;;
2019;La Rioja;89;Logroño;04;006;U;700;493;2;9;491;100.0;;;202;;138;;;24;;;;;;;;;;;;;;;;;;;;;;;;2;59;;;43;;;;14;;;;;;;;;;
2019;La Rioja;89;Logroño;04;007;U;504;331;0;3;331;100.0;;;118;;142;;;15;;;;;;;;;;;;;;;;;;;;;;;;1;25;;;19;;;;8;;;;;;;;;;
2019;La Rioja;89;Logroño;04;008;A;478;350;2;3;348;100.0;;;121;;99;;;23;;;;;;;;;;;;;;;;;;;;;;;;4;62;;;22;;;;14;;;;;;;;;;
2019;La Rioja;89;Logroño;04;008;B;585;427;1;2;426;100.0;;;170;;124;;;27;;;;;;;;;;;;;;;;;;;;;;;;2;66;;;22;;;;13;;;;;;;;;;
2019;La Rioja;89;Logroño;04;009;A;875;540;2;2;538;100.0;;;98;;247;;;37;;;;;;;;;;;;;;;;;;;;;;;;4;55;;;61;;;;34;;;;;;;;;;
2019;La Rioja;89;Logroño;04;009;B;830;503;3;5;500;100.0;;;99;;220;;;27;;;;;;;;;;;;;;;;;;;;;;;;1;70;;;47;;;;31;;;;;;;;;;
2019;La Rioja;89;Logroño;04;010;A;567;358;1;2;357;100.0;;;88;;171;;;15;;;;;;;;;;;;;;;;;;;;;;;;4;41;;;22;;;;14;;;;;;;;;;
2019;La Rioja;89;Logroño;04;010;B;596;362;0;4;362;100.0;;;104;;137;;;23;;;;;;;;;;;;;;;;;;;;;;;;1;45;;;30;;;;18;;;;;;;;;;
2019;La Rioja;89;Logroño;04;011;A;440;285;1;0;284;100.0;;;88;;111;;;16;;;;;;;;;;;;;;;;;;;;;;;;5;34;;;16;;;;14;;;;;;;;;;
2019;La Rioja;89;Logroño;04;011;B;582;368;6;3;362;100.0;;;106;;140;;;18;;;;;;;;;;;;;;;;;;;;;;;;2;41;;;34;;;;18;;;;;;;;;;
2019;La Rioja;89;Logroño;04;012;A;479;314;5;3;309;100.0;;;91;;126;;;11;;;;;;;;;;;;;;;;;;;;;;;;2;35;;;32;;;;9;;;;;;;;;;
2019;La Rioja;89;Logroño;04;012;B;622;397;1;2;396;100.0;;;130;;152;;;10;;;;;;;;;;;;;;;;;;;;;;;;4;38;;;49;;;;11;;;;;;;;;;
2019;La Rioja;89;Logroño;04;013;U;669;415;5;1;410;100.0;;;112;;176;;;20;;;;;;;;;;;;;;;;;;;;;;;;4;38;;;43;;;;16;;;;;;;;;;
2019;La Rioja;89;Logroño;04;014;A;543;369;5;5;364;100.0;;;105;;155;;;16;;;;;;;;;;;;;;;;;;;;;;;;1;39;;;28;;;;15;;;;;;;;;;
2019;La Rioja;89;Logroño;04;014;B;571;378;0;3;378;100.0;;;92;;178;;;15;;;;;;;;;;;;;;;;;;;;;;;;5;40;;;36;;;;9;;;;;;;;;;
2019;La Rioja;89;Logroño;04;015;U;696;445;4;3;441;100.0;;;133;;170;;;26;;;;;;;;;;;;;;;;;;;;;;;;2;54;;;44;;;;9;;;;;;;;;;
2019;La Rioja;89;Logroño;04;017;U;679;478;3;3;475;100.0;;;130;;223;;;16;;;;;;;;;;;;;;;;;;;;;;;;3;54;;;25;;;;21;;;;;;;;;;
2019;La Rioja;89;Logroño;04;018;U;821;506;8;5;498;100.0;;;166;;172;;;32;;;;;;;;;;;;;;;;;;;;;;;;2;57;;;42;;;;22;;;;;;;;;;
2019;La Rioja;89;Logroño;04;019;A;403;262;3;0;259;100.0;;;77;;115;;;14;;;;;;;;;;;;;;;;;;;;;;;;4;24;;;14;;;;11;;;;;;;;;;
2019;La Rioja;89;Logroño;04;019;B;502;349;3;3;346;100.0;;;116;;142;;;13;;;;;;;;;;;;;;;;;;;;;;;;1;45;;;16;;;;10;;;;;;;;;;
2019;La Rioja;89;Logroño;04;020;U;845;577;5;7;572;100.0;;;143;;230;;;44;;;;;;;;;;;;;;;;;;;;;;;;5;67;;;49;;;;27;;;;;;;;;;
2019;La Rioja;89;Logroño;04;021;A;463;311;0;0;311;100.0;;;72;;106;;;17;;;;;;;;;;;;;;;;;;;;;;;;7;58;;;19;;;;32;;;;;;;;;;
2019;La Rioja;89;Logroño;04;021;B;611;433;5;3;428;100.0;;;122;;141;;;13;;;;;;;;;;;;;;;;;;;;;;;;1;64;;;35;;;;49;;;;;;;;;;
2019;La Rioja;89;Logroño;04;022;A;575;388;1;0;387;100.0;;;100;;163;;;25;;;;;;;;;;;;;;;;;;;;;;;;1;57;;;26;;;;15;;;;;;;;;;
2019;La Rioja;89;Logroño;04;022;B;609;412;9;2;403;100.0;;;109;;191;;;25;;;;;;;;;;;;;;;;;;;;;;;;3;37;;;25;;;;11;;;;;;;;;;
2019;La Rioja;89;Logroño;04;023;A;649;505;3;4;502;100.0;;;126;;197;;;21;;;;;;;;;;;;;;;;;;;;;;;;4;92;;;37;;;;21;;;;;;;;;;
2019;La Rioja;89;Logroño;04;023;B;861;627;0;4;627;100.0;;;172;;243;;;29;;;;;;;;;;;;;;;;;;;;;;;;6;102;;;45;;;;26;;;;;;;;;;
2019;La Rioja;89;Logroño;04;024;U;807;558;6;1;552;100.0;;;167;;227;;;24;;;;;;;;;;;;;;;;;;;;;;;;9;61;;;39;;;;24;;;;;;;;;;
2019;La Rioja;89;Logroño;04;025;A;476;344;3;4;341;100.0;;;93;;131;;;16;;;;;;;;;;;;;;;;;;;;;;;;0;59;;;32;;;;6;;;;;;;;;;
2019;La Rioja;89;Logroño;04;025;B;600;412;5;3;407;100.0;;;117;;172;;;16;;;;;;;;;;;;;;;;;;;;;;;;5;60;;;22;;;;12;;;;;;;;;;
2019;La Rioja;89;Logroño;04;026;U;580;432;4;4;428;100.0;;;128;;172;;;23;;;;;;;;;;;;;;;;;;;;;;;;5;58;;;31;;;;7;;;;;;;;;;
2019;La Rioja;89;Logroño;04;027;A;766;521;5;3;516;100.0;;;154;;198;;;28;;;;;;;;;;;;;;;;;;;;;;;;2;83;;;36;;;;12;;;;;;;;;;
2019;La Rioja;89;Logroño;04;027;B;629;469;3;1;466;100.0;;;122;;199;;;27;;;;;;;;;;;;;;;;;;;;;;;;1;74;;;35;;;;7;;;;;;;;;;
2019;La Rioja;89;Logroño;04;028;A;449;346;1;2;345;100.0;;;104;;132;;;14;;;;;;;;;;;;;;;;;;;;;;;;3;54;;;24;;;;12;;;;;;;;;;
2019;La Rioja;89;Logroño;04;028;B;543;412;8;3;404;100.0;;;136;;150;;;20;;;;;;;;;;;;;;;;;;;;;;;;2;53;;;25;;;;15;;;;;;;;;;
2019;La Rioja;89;Logroño;04;029;A;579;430;3;3;427;100.0;;;124;;135;;;22;;;;;;;;;;;;;;;;;;;;;;;;1;79;;;41;;;;22;;;;;;;;;;
2019;La Rioja;89;Logroño;04;029;B;680;476;7;8;469;100.0;;;134;;148;;;26;;;;;;;;;;;;;;;;;;;;;;;;4;90;;;42;;;;17;;;;;;;;;;
2019;La Rioja;89;Logroño;04;030;A;540;391;2;4;389;100.0;;;91;;152;;;33;;;;;;;;;;;;;;;;;;;;;;;;3;54;;;32;;;;20;;;;;;;;;;
2019;La Rioja;89;Logroño;04;030;B;652;458;3;2;455;100.0;;;104;;183;;;26;;;;;;;;;;;;;;;;;;;;;;;;6;81;;;33;;;;20;;;;;;;;;;
