Anio_Electoral;C.A.;Codigo_Municipio;Municipio;Distrito;Seccion;Mesa;Censo;Votos_Emitidos;Votos_Nulos;Votos_en_blanco;Votos_Validos;Porc_Escrutado;AP-ALIANZA_POPULAR_P.DEMOCRATA;AP-FEDERACION_PARTIDOS_DE_ALIA;PP-PARTIDO_POPULAR;PP-PARTIDO_POPULAR_DE_LA_RIOJA;PSOE-PARTIDO_SOCIALISTA_OBRERO;PR-PARTIDO_RIOJANO;PR-PARTIDO_RIOJANO_PROGRESISTA;PRx-PARTIDO_RIOJANO;PRxE-PARTIDO_RIOJANO_x_ESPANA_;I.U.-IZQUIERDA_UNIDA;IU-IZQUIERDA_UNIDA;IU-IZQUIERDA_UNIDA_LA_RIOJA;PCE-PARTIDO_COMUNISTA_DE_ESPAN;MASH-MOVIMIENTO_AL_SOCIALISMO_;MASH-MVTO_AL_SOCIALISMO_HUMANI;VERDES-LOS_VERDES;VERDES-LOS_VERDES_DE_LA_RIOJA;AR.-ALTERNATIVA_RIOJANA;IZQ.-COALICION_ELECTORAL_IZQ_-;CDS-CENTRO_DEMOCRATICO_Y_SOCIA;PTE-UC-P.TRABAJADORES_ESPANA-U;PDP-PARTIDO_DEMOCRATA_POPULAR;P.C.P.E.-PARTIDO_COMUNISTA_LOS;PCPE-PARTIDO_COMUNISTA_LOS_PUE;PUMxJ-POR_UN_MUNDO_MAS_JUSTO;UPYD-UNION_PROGRESO_Y_DEMOCRAC;UPyD-UNION_PROGRESO_Y_DEMOCRAC_1;ECOLO-VERDE-COALICION_VERDES_D;PACMA-ANTITAURINO_CONTRA_MALTR;PACMA-PART._ANIMALISTA_CONTRA_;PACMA-PARTIDO_ANIMALISTA_CON_E;PACMA-PARTIDO_ANIMALISTA_CONTR;Cs-CIUDADANOS-PARTIDO_DE_LA_CI;PODEMOS-PODEMOS;PODEMOS-I.U.-PODEMOS-IZQUIERDA;PODEMOS-IU-EQUO-UNIDAS_PODEMOS;CR-IU-EQUO-CAMBIA_LA_RIOJA-IU-;EB-PARTIDO_ESCANOS_EN_BLANCO;ESCANOS_EN_BLANCO-ESCANOS_EN_B;VOX-VOX;VINEA-VINEA_La_Rioja;PLRi-POR_LA_RIOJA;p43;p44;p45;p46;p47;p48;p49;p50
2007;La Rioja;89;Logroño;04;003;A;535;393;1;5;392;100.0;;;199;;149;24;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;003;B;567;413;3;3;410;100.0;;;231;;140;24;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;004;U;652;467;5;9;462;100.0;;;258;;145;35;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;005;A;460;323;2;8;321;100.0;;;166;;116;24;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;005;B;532;372;1;6;371;100.0;;;163;;162;32;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;005;C;501;355;3;11;352;100.0;;;173;;127;29;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;006;A;374;270;1;5;269;100.0;;;148;;86;18;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;006;B;405;296;3;4;293;100.0;;;151;;109;19;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;007;U;607;409;1;6;408;100.0;;;204;;157;32;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;008;A;452;346;4;10;342;100.0;;;189;;115;12;;;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;008;B;578;431;7;7;424;100.0;;;244;;135;25;;;;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;009;A;489;323;3;6;320;100.0;;;113;;169;21;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;009;B;611;412;5;6;407;100.0;;;175;;180;35;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;009;C;622;413;4;13;409;100.0;;;138;;209;31;;;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;010;A;625;423;1;7;422;100.0;;;171;;196;34;;;;;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;010;B;647;440;5;4;435;100.0;;;189;;194;32;;;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;011;A;529;346;6;5;340;100.0;;;149;;139;26;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;011;B;650;449;2;7;447;100.0;;;208;;177;38;;;;;;;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;012;U;637;454;6;5;448;100.0;;;226;;191;10;;;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;013;A;397;287;3;7;284;100.0;;;126;;112;30;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;013;B;420;284;1;4;283;100.0;;;110;;143;19;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;014;A;661;427;3;10;424;100.0;;;155;;206;33;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;014;B;700;490;1;10;489;100.0;;;173;;262;26;;;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;015;A;347;235;1;5;234;100.0;;;95;;112;12;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;015;B;458;335;2;7;333;100.0;;;146;;146;15;;;;;;;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;016;U;611;425;9;4;416;100.0;;;193;;181;20;;;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;017;A;372;266;5;7;261;100.0;;;105;;115;19;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;017;B;422;299;4;7;295;100.0;;;125;;140;15;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;018;A;418;298;1;4;297;100.0;;;153;;111;18;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;018;B;497;334;7;4;327;100.0;;;187;;104;23;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;019;A;429;308;3;8;305;100.0;;;136;;128;25;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;019;B;614;424;5;11;419;100.0;;;181;;175;31;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;020;A;416;283;1;4;282;100.0;;;112;;142;18;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;020;B;546;375;5;4;370;100.0;;;145;;179;28;;;;;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;021;A;465;323;0;12;323;100.0;;;161;;125;14;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;021;B;639;459;1;7;458;100.0;;;227;;180;31;;;;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;022;A;633;421;5;8;416;100.0;;;204;;151;29;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;022;B;699;503;3;8;500;100.0;;;210;;226;39;;;;;;;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;023;A;632;473;3;12;470;100.0;;;201;;191;47;;;;;;;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;023;B;786;623;2;23;621;100.0;;;256;;270;44;;;;;;;;;;;;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;024;A;421;287;3;3;284;100.0;;;126;;130;8;;;;;;;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;024;B;542;377;4;11;373;100.0;;;137;;180;26;;;;;;;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;025;A;524;384;3;9;381;100.0;;;162;;171;23;;;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;025;B;642;463;1;9;462;100.0;;;185;;216;37;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;026;U;663;492;1;14;491;100.0;;;216;;210;38;;;;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;027;A;585;421;3;9;418;100.0;;;191;;161;33;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;027;B;698;504;5;8;499;100.0;;;222;;206;35;;;;;;;;;;;;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;028;A;447;360;2;9;358;100.0;;;160;;153;25;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;028;B;561;425;3;13;422;100.0;;;186;;179;26;;;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;029;A;855;591;2;23;589;100.0;;;256;;237;52;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;029;B;874;596;3;21;593;100.0;;;264;;230;52;;;;;;;;;;;;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;029;C;787;518;4;15;514;100.0;;;221;;222;40;;;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;029;D;852;597;6;13;591;100.0;;;258;;232;57;;;;;;;;;;;;;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;030;A;794;547;6;18;541;100.0;;;241;;216;41;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;030;B;797;543;18;2;525;100.0;;;233;;232;43;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;031;A;775;560;6;14;554;100.0;;;233;;238;53;;;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;031;B;692;502;5;15;497;100.0;;;200;;211;48;;;;;;;;;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;04;032;U;796;554;2;6;552;100.0;;;244;;228;54;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;001;A;590;416;0;10;416;100.0;;;187;;169;24;;;;;;;;;;;;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;001;B;746;548;7;17;541;100.0;;;249;;209;39;;;;;;;;;;;;;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;002;A;445;304;4;1;300;100.0;;;132;;131;21;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;002;B;543;362;4;5;358;100.0;;;138;;172;23;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;003;A;422;255;2;4;253;100.0;;;97;;128;13;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;003;B;557;366;3;8;363;100.0;;;160;;164;19;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;004;A;624;438;4;10;434;100.0;;;172;;173;42;;;;;;;;;;;;;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;004;B;698;492;1;15;491;100.0;;;197;;217;44;;;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;004;C;665;443;3;11;440;100.0;;;173;;197;34;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;004;D;657;470;2;16;468;100.0;;;185;;211;40;;;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;005;A;443;290;0;5;290;100.0;;;118;;137;16;;;;;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;005;B;467;302;1;3;301;100.0;;;129;;143;17;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;006;U;640;466;0;5;466;100.0;;;200;;218;27;;;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;007;A;460;312;1;4;311;100.0;;;133;;144;21;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;007;B;595;413;5;7;408;100.0;;;174;;175;31;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;008;A;391;295;2;7;293;100.0;;;146;;108;20;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;008;B;449;329;2;4;327;100.0;;;166;;126;20;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;009;A;669;430;4;4;426;100.0;;;181;;200;16;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;009;B;693;439;4;10;435;100.0;;;160;;221;25;;;;;;;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;010;A;404;288;3;2;285;100.0;;;102;;138;25;;;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;010;B;433;278;1;5;277;100.0;;;133;;110;16;;;;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;011;A;435;261;2;2;259;100.0;;;107;;121;13;;;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;011;B;449;289;4;8;285;100.0;;;117;;135;9;;;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;012;A;538;350;6;3;344;100.0;;;123;;170;25;;;;;;;;;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;05;012;B;499;366;2;6;364;100.0;;;137;;172;24;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;06;001;U;600;329;2;9;327;100.0;;;94;;158;28;;;;;;;;;;;;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;06;002;A;569;387;4;7;383;100.0;;;166;;169;22;;;;;;;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;89;Logroño;06;002;B;314;178;0;3;178;100.0;;;57;;93;12;;;;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;91;Lumbreras;01;001;U;168;153;0;4;153;100.0;;;108;;31;8;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;92;Manjarrés;01;001;U;123;108;0;3;108;100.0;;;52;;35;16;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;93;Mansilla De La Sierra;01;001;U;63;56;0;0;56;100.0;;;21;;30;1;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;94;Manzanares De Rioja;01;001;U;101;91;1;1;90;100.0;;;47;;30;5;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;95;Matute;01;001;U;140;125;0;2;125;100.0;;;42;;68;5;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;96;Medrano;01;001;U;188;165;0;5;165;100.0;;;86;;62;9;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;98;Munilla;01;001;U;104;82;1;1;81;100.0;;;42;;31;0;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;99;Murillo De Río Leza;01;001;U;586;516;10;4;506;100.0;;;257;;229;7;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;99;Murillo De Río Leza;01;002;U;688;597;6;11;591;100.0;;;236;;323;13;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;100;Muro De Aguas;01;001;U;56;54;1;0;53;100.0;;;29;;16;8;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;101;Muro En Cameros;01;001;U;34;29;0;0;29;100.0;;;12;;14;2;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;102;Nájera;01;001;U;697;592;6;5;586;100.0;;;337;;226;9;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;102;Nájera;01;002;U;574;460;3;3;457;100.0;;;239;;185;20;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;102;Nájera;02;001;A;609;475;5;6;470;100.0;;;265;;170;14;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;102;Nájera;02;001;B;778;628;9;11;619;100.0;;;326;;241;22;;;;;;;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;102;Nájera;02;001;C;685;554;13;5;541;100.0;;;276;;223;28;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;102;Nájera;02;002;A;649;497;3;6;494;100.0;;;253;;191;19;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;102;Nájera;02;002;B;801;625;10;10;615;100.0;;;296;;266;19;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;102;Nájera;02;003;A;574;435;1;11;434;100.0;;;247;;137;19;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;102;Nájera;02;003;B;689;558;8;9;550;100.0;;;309;;199;21;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;103;Nalda;01;001;U;853;717;0;5;717;100.0;;;371;;323;4;;;;;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;104;Navajún;01;001;U;19;19;0;0;19;100.0;;;12;;6;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;105;Navarrete;01;001;A;495;406;0;7;406;100.0;;;184;;185;20;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;105;Navarrete;01;001;B;539;416;0;5;416;100.0;;;193;;181;26;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;105;Navarrete;01;001;C;569;442;0;8;442;100.0;;;170;;220;22;;;;;;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;105;Navarrete;01;001;D;516;411;0;3;411;100.0;;;178;;188;26;;;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;106;Nestares;01;001;U;78;70;1;0;69;100.0;;;42;;21;5;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;107;Nieva De Cameros;01;001;U;112;100;0;1;100;100.0;;;54;;34;7;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;108;Ocón;01;001;A;315;273;0;5;273;100.0;;;162;;53;48;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;108;Ocón;01;001;B;53;52;0;0;52;100.0;;;13;;11;28;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;109;Ochánduri;01;001;U;91;78;1;0;77;100.0;;;44;;33;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;110;Ojacastro;01;001;U;194;177;0;2;177;100.0;;;85;;80;7;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;111;Ollauri;01;001;U;293;248;1;5;247;100.0;;;90;;126;9;;;;;;;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;112;Ortigosa De Cameros;01;001;U;278;249;4;1;245;100.0;;;128;;97;15;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;113;Pazuengos;01;001;U;40;37;0;1;37;100.0;;;30;;6;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;114;Pedroso;01;001;U;105;101;0;0;101;100.0;;;66;;27;8;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;115;Pinillos;01;001;U;19;17;0;0;17;100.0;;;13;;4;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;117;Pradejón;01;001;A;554;474;4;9;470;100.0;;;286;;162;10;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;117;Pradejón;01;001;B;489;427;3;7;424;100.0;;;241;;170;2;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;117;Pradejón;01;002;A;614;527;2;9;525;100.0;;;231;;264;12;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;117;Pradejón;01;002;B;462;378;2;7;376;100.0;;;161;;201;5;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;118;Pradillo;01;001;U;75;58;2;1;56;100.0;;;40;;11;2;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;119;Préjano;01;001;U;240;222;0;4;222;100.0;;;102;;107;4;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;120;Quel;01;001;A;453;386;4;2;382;100.0;;;191;;167;21;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;120;Quel;01;001;B;642;561;1;7;560;100.0;;;291;;251;11;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;120;Quel;01;002;U;484;426;3;3;423;100.0;;;215;;181;14;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;121;Rabanera;01;001;U;49;44;0;0;44;100.0;;;27;;17;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;122;El Rasillo De Cameros;01;001;U;106;92;0;4;92;100.0;;;50;;29;6;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;123;El Redal;01;001;U;146;131;1;3;130;100.0;;;67;;45;11;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;124;Ribafrecha;01;001;A;505;457;2;3;455;100.0;;;253;;187;9;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;124;Ribafrecha;01;001;B;369;328;0;0;328;100.0;;;170;;154;2;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;125;Rincón De Soto;01;001;A;426;349;0;7;349;100.0;;;142;;181;17;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;125;Rincón De Soto;01;001;B;654;550;9;11;541;100.0;;;269;;241;15;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;125;Rincón De Soto;01;001;C;431;342;3;4;339;100.0;;;153;;166;14;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;La Rioja;125;Rincón De Soto;01;002;A;574;457;5;4;452;100.0;;;210;;217;19;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
